comment,emoji_sentiment,caps_count,yelling_alert,profanity_score,polarity,subjectivity,length,num_words
restrictive and boss employees otherwise it was ok don t forget expensive,0.0,0,0,0.05613836460292008,0.0,0.6,-0.8436172999401198,-0.9470267296950234
looks like a mall with under the sea theme its under kept and i did not really see anything the sharks that is about it,0.0,0,0,0.009453457358734645,-0.1,0.2,-0.2722498550907556,-0.11107286963600368
parking is a rip off here the airport is fine though,0.0,0,0,0.040419534949825406,0.4166666666666667,0.5,-1.1044589595452643,-1.0113308727764865
lots of super fun things for kids of all ages to explore the only downside is that often there are several activities that are broken and not fixed for months,0.0,0,0,0.00798099921755707,0.030555555555555548,0.41111111111111115,0.2121703698902271,0.2104478457713116
parents are recommended to visit with children only,0.0,0,0,0.01661545884727275,0.0,1.0,-1.116879990955033,-1.2042433020208756
place is really good displays and the history involved gave you an education lot of places to sit clean and comfortable bathrooms were real clean cafeteria was reasonably priced,0.0,0,0,0.027528890396634968,0.44333333333333336,0.7400000000000001,0.4481699666758341,0.14614370268984853
took my son here thought since it was a monday it wouldn t be so crowded but it was pace definitely not worth the price when you can t hardly see the animals because of so many people,0.0,1,0,0.024276200729534455,0.019444444444444448,0.38055555555555554,0.5226961551344468,0.724880990423016
they over sell tickets so that it is too crowded and not enjoyable not worth the price of admission,0.0,0,0,0.05932193204580884,-0.2,0.35,-0.5206704832861313,-0.496897728124782
starbucks isn t open yet need stores,0.0,0,0,0.00911196306032069,0.0,0.5,-1.303195462101565,-1.2685474451023386
always a good at the living desert zoo and gardens in palm desert thelivingdesert thelivingdesertzoo giraffe rhino palmdesert cougar,0.0,0,0,0.011370132519000388,0.7,0.6000000000000001,-0.11077644676376136,-0.496897728124782
nice zoo was empty the day we went due to a bengals game,0.0,0,0,0.033377009027266376,-0.0062500000000000056,0.56875,-1.0547748339061893,-0.8827225866135604
large airport our connecting flight went from one end of the terminal to the other we had to run to make it and didn t have much time in between very stressful definitely give yourself enough time in between in case your flight is delayed coming into atl,0.0,0,0,0.005030311086062795,0.08154761904761905,0.38392857142857145,1.4045893852280307,1.3679224212376466
been here a couple of times haven t died or missed my flights so no comments,0.0,0,0,0.045480191577191395,0.0,0.0,-0.8063542057108135,-0.6898101573691712
over rated just a little attraction for kids and youths,0.0,0,0,0.25448824835562334,-0.1875,0.5,-1.067195865315958,-1.0756350158579495
many of the exhibits are broken and it was overcrowded even on a slow week several exhibits had long lines very expensive for what you get my kids were ready to leave after an hour,0.0,0,0,0.014016282057684713,-0.10000000000000002,0.44428571428571434,0.48543306090514043,0.5319685611786269
seems like bollywood might still be a bit short staffed but all in all it was still a great day the drone show was awesome,0.0,0,0,0.03016785936033828,0.6,0.6833333333333332,-0.23498676086144923,-0.11107286963600368
we go several times a year staff are very friendly and helpful wheelchair friendly lots of space to maneuver,0.0,0,0,0.024786706309360612,0.28750000000000003,0.3833333333333333,-0.40888120059821226,-0.496897728124782
there is no point to buying the tickets or pass online you have to debut a physical copy when you arrive it s pretty stupid might as well save yourself the time and get ready to wait in the membership services line,0.0,0,0,0.056063556176150185,-0.08749999999999998,0.6607142857142857,0.9077481288372792,0.9820975627488683
a must see but outbreak was a hg ns for me i m death scared of zombies woman running dark skin tone woman running dark skin tone woman running dark skin tone woman running dark skin tone,0.0,0,0,0.07656009923916587,-0.15,0.4,0.5599592493637532,0.660576847341553
worst airport doesn t matter where you stop ie restaurant gift shop all workers are disrespectful worthless pos,0.0,0,0,0.14951537434420803,-0.9,0.95,-0.3716181063689059,-0.5612018712062451
nice but high in price it s a little expensive for this aquarium plenty of local species represented touch tanks are great turtle rescue area also great took little less than hour to do whole thing so only negative is price,0.0,0,0,0.06084193101998707,0.10152777777777777,0.5505555555555556,1.0195374115251983,0.9177934196674052
feb visit seemed more for children very crowded expensive for what is offered long lines for shark bridge took our time but there was not much to see,0.0,0,0,0.014078033167454115,0.009999999999999992,0.42000000000000004,0.10038108720230803,0.08183955960838549
too expensive they keep the attractions all out of view until you ve paid then once you go back you realize everything you paid for requires you to have closed toed shoes me and my yo had to leave because there wasn t much for a toddler to do and we both had on flip flops,0.0,0,0,0.11589984513261098,-0.09999999999999999,0.25,1.6281679506038689,1.882355565889351
worth every penny the experience was amazing and staff was very friendly and educational,0.0,0,0,0.028612585400426143,0.40937500000000004,0.475,-0.657301828793588,-0.8184184435320973
the airport was nice but the worker from tabless car rental avis car rental tried to steal from me when i returned the vehicle she said the computer does it automatically i think she does it because she knows people are trying to make their flights,0.0,0,0,0.024840803664382145,0.6,1.0,1.330063196769418,1.2393141350747205
beautiful airport easy to navigate frustrating if you re hungry in the evenings if you have a layer after pm eat before you come every restaurant closes early and the wait for vending machines can take minutes why they haven t addressed this problem yet with the high volume of hungry people in their airport is astounding,0.0,0,0,0.0247910659123503,0.2905555555555555,0.7622222222222222,2.249219521092308,1.946659708970814
always in and out for me always able to find close enough parking flights land and depart on time,0.0,0,0,0.04329898379927053,0.25,0.5625,-0.5455125461056689,-0.496897728124782
this airport is dirty and understated so so dirty crumb trash food debris at every gate and food court table half of the concessions are closed half of the stores are closed the concessions that are open have shortened hours of operation weird the restrooms were clean i guess the janitorial staff prioritized the restrooms,0.0,0,0,0.07159853035474055,-0.2074074074074074,0.48148148148148157,2.261640552502077,1.818051422807888
it is an out going and clean setting,0.0,0,0,0.02492439532814476,0.3666666666666667,0.7000000000000001,-1.303195462101565,-1.2042433020208756
disorganized interior signage is poor needs to be clearly marked,0.0,0,0,0.03858991669700261,-0.15000000000000002,0.6,-0.9554065826280389,-1.0756350158579495
like all airports it is crowded and overpriced,0.0,0,0,0.06453654060787704,0.0,0.0,-1.178985148003877,-1.2042433020208756
one of the rhinos from the zootaxa rhino animals wildlife nature zoo zootaxa photographer photography rhinophotography animalphotography wildlifephotography naturephotography zoophotography canonphotography canon eos,0.0,0,0,0.026070462391775833,0.0,0.0,0.9325901916568168,-0.2396811557989298
horrible experience too many teens running the rides spending more time talking to coworkers than getting kids through the line many of the places inside are not working and broken costs to much money to have that many things not working spend your time and money elsewhere,0.0,0,0,0.21109983058348272,0.1142857142857143,0.5142857142857143,1.6405889820136377,1.3036182781561836
too crowded to enjoy anything wanted hours and hours in line,0.0,0,0,0.07210972826611463,0.4,0.5,-1.005090708267114,-1.0113308727764865
it is not the best or the worst wax museum i ve been to it was decent,0.0,0,0,0.09552533691373846,0.05555555555555555,0.6555555555555556,-0.893301425579195,-0.6255060142877081
clean and easy to navigate good shops not too expensive,0.0,0,0,0.021209317006471794,0.25,0.7083333333333335,-1.067195865315958,-1.0756350158579495
my husband took me to see the lights since i had never been needless to say we didn t go in we had two children with us and we wasn t fixing to spend person to see christmas lights that is just ridiculous i can understand vehicle maybe but not per person,0.0,1,0,0.05302389694804229,-0.41666666666666663,1.0,1.4045893852280307,1.6251389935634988
been before and they removed a bunch of stuff mainly a water park now ran by kids and alot of rides that was there was not running a burger cost tax yeah,0.0,0,0,0.046913963499667546,0.16666666666666666,0.3333333333333333,0.1500652128413832,0.3390561319342377
a big but efficient airport sometimes you have to wait a little longer for immigration but in general sufficient and double a lot of shops behind and after entering the statewide it s big so do your homework in advance the shuttle buses to the hotels and rental cars are at the domestic site so take a blue bus or mono rail tram shuttle fly train,0.0,0,0,0.033341120647773774,0.029166666666666674,0.3333333333333333,2.5473242749267593,2.5253969967039813
long long queues to clear customs for non up nationals then no hotel shuttle buses from the designated pick up point at the international terminal had to wait an hour to get a bus to the domestic terminal to get a bus to the hotel wish i had just got a taxi took and half hours from when the plane landed to get to the onsite hotel be warned,0.0,0,0,0.022203701882290972,-0.027777777777777773,0.2416666666666667,2.4852191178779153,2.7183094259483704
the free waiting lot is the perfect solution for picking up arrivals,0.0,0,0,0.03839426700709212,0.7,0.9,-0.9057224569889638,-0.9470267296950234
the driest airport i have ever been in and are not friendly at all stay clear of this one when traveling,0.0,0,0,0.050299234735785944,-0.04374999999999999,0.44166666666666665,-0.4585653262372874,-0.3682894419618559
me my family had lots of fun here it s a cool place,0.0,0,0,0.059296380895259085,0.32499999999999996,0.42500000000000004,-1.116879990955033,-0.8827225866135604
a real meltdown if you were there before much is gone that once was displayed,0.0,0,0,0.09300462234293361,0.2,0.25,-0.7939331743010447,-0.7541143004506342
st experience at this aquarium absolutely loved it best aquarium our family has been to,0.0,0,0,0.04927854728266297,0.85,0.55,-0.6697228602033568,-0.7541143004506342
lots of disorganization incest people work there but why one person on the front desk during check in and check out times things like that throughout the park,0.0,0,0,0.04891207748568028,0.0,0.0,0.2121703698902271,0.08183955960838549
fun but wouldn t come again wide open due to bad weather probably wouldn t recommend if crowded and had to wait for the same rides,0.0,0,0,0.032770052079548764,-0.10416666666666664,0.37777777777777777,-0.13561850958329894,-0.04676872655454063
didn t open till am the train ride was ok but didn t have anything special added to it the sovineers we re high park was clean lots of walking trails put put golf was available yogi bear show in d was cute overall it s a nice place to visit for a day,0.0,0,0,0.026893981284666107,0.32042328042328044,0.579047619047619,1.3549052595889555,1.7537472797264249
huge airport airplane departure lines move fast easy very clean alot of places to eat,0.0,0,0,0.04530123807671392,0.37750000000000006,0.8108333333333334,-0.6945649230228944,-0.7541143004506342
a friend of mine got their cat thrown around like a rag doll in her pet carrier in tsa at this airport,0.0,0,0,0.053976845033266774,0.0,0.0,-0.483407389056825,-0.30398529888039283
my ny criticism of the zoo is their hiring of racist cashier who single out oc for humiliating treatment,0.0,0,0,0.031078108777240616,-0.07142857142857142,0.21428571428571427,-0.4585653262372874,-0.496897728124782
it was buster then i remembered didn t get to go on a lot of rides lines soo long still loved it,0.0,0,0,0.00941876856254351,0.32499999999999996,0.6000000000000001,-0.5579335775154377,-0.30398529888039283
great outdoor activity from the lady helping with the electric chairs to the chicken lady and to all the performers we experienced wonderful people throughout the property our group of seniors had a blast thanks bollywood,0.0,0,0,0.020947540704597627,0.44000000000000006,0.76,0.9946953487056607,0.5962727042600899
what an amazing park totally worth it the rides were insane the whole park is beautiful the food is good you will love it,0.0,0,0,0.13358326472602805,0.3071428571428572,0.6571428571428571,-0.24740779227121804,-0.17537701271746675
sa intent showed a passenger s cat of a table there needs to be reform do not go to this airport especially if you have any animals,0.0,0,0,0.01417840536590361,0.0,1.0,-0.12319747817353015,0.017535416526922424
best place to for kids during winters no dolphins or sea lions at this place and expect no shows hipped are great,0.0,0,0,0.011564270081536755,0.9,0.525,-0.3467760435493683,-0.30398529888039283
wheelchair service never show up i almost miss my flight someone i told what happened he took me tsa and have ne to make the flight that s someone love what they do great customer service,0.0,0,0,0.025692592068934622,0.65,0.675,0.572380280773522,0.5962727042600899
if visiting atlanta this should be your last place to visit it s such a great experience,0.0,0,0,0.08827664302090865,0.26666666666666666,0.4388888888888889,-0.657301828793588,-0.6255060142877081
bring back the real dolphin show kids were literally crying because all they saw was a penguin for minutes be aware it s not like the old days the old show was literally the est part bring it back please we did not renew our membership because of this change,0.0,0,0,0.05867469019906798,0.06428571428571428,0.2214285714285714,1.4542735108671059,1.4965307074005727
making handicap permitted vehicles pay for parking is so disrespectful i will not be back pure greed,0.0,0,0,0.27325861432677706,0.10714285714285714,0.25,-0.5082494518763626,-0.6255060142877081
this was a fun place to visit with our family of adults highly recommend checking it out,0.0,0,0,0.02040252826612733,0.22999999999999998,0.37,-0.657301828793588,-0.6255060142877081
not a great experience we were super excited and completely let down at one point a female hispanic worker at the lego boat academy was being downright harassing and racist it was such an uncomfortable experience after that scenario,0.0,0,0,0.039914897484482084,-0.03090277777777778,0.5652777777777778,1.1313266942131175,0.789185133504479
one person running the bar during peak time,0.0,0,0,0.06269841013512993,0.0,0.0,-1.2162482422331835,-1.2042433020208756
loved seeing all the big fishes so many kids cafeteria food order food online waiting in long lines sucks,0.0,0,0,0.3089825027362498,0.16999999999999998,0.41999999999999993,-0.4461442948275186,-0.496897728124782
recently visited recently i only visited the isbn aquarium it doesn t have the same impact as before still worth seeing,0.0,0,0,0.041992607967687015,0.075,0.36875,-0.2722498550907556,-0.3682894419618559
airport is decent but could do with an update to bring it more inline with the other large international hubs was stuck there for a h delay due to a cancelled flight and it was difficult during peak hours to get a seat with an outlet to charge my phone and not bother other peoples covid sensibilities,0.0,0,0,0.05392117077812451,0.0007440476190476164,0.46502976190476186,1.9883778614871637,1.946659708970814
i bought a ticket for the cable car but instead of a ticket they gave me just a receipt the seller said that i just need to show the receipt to the conductor and the conductor took the receipt from me and said that this is the ticket is this legal at all,0.0,0,0,0.016176227885775957,0.2,0.2,1.4045893852280307,1.6894431366449618
was fun when we first got there there was only a few other people after about an hour it was packed and it s not much fun waiting in lines and maneuvering through crowds and it s off season,0.0,0,0,0.07289337143204438,0.012500000000000006,0.3680555555555556,0.5972223435930595,0.789185133504479
was packed heavy traffic but can get through fine,0.0,0,0,0.08485124461611204,0.10833333333333334,0.5,-1.1417220537745707,-1.1399391589394126
if you have an rv you will love it here the rv campground is very nice they also have bathrooms and laundry rooms for you to use there s a lot to do here please google this park,0.0,0,0,0.10078293368593332,0.64,0.8,0.4481699666758341,0.724880990423016
really do need to get there hours before your flight loudly crying face,-0.4767,0,0,0.06148402924239225,0.0,0.4,-0.8684593627596574,-0.8827225866135604
not much bang for your buck they charge major theme park prices for half the rides,0.0,0,0,0.06596017710064259,-0.06805555555555555,0.28888888888888886,-0.7318280172522007,-0.6898101573691712
one of the best theme parks bollywood did not disappoint,0.0,0,0,0.0035884391054495806,1.0,0.3,-1.0547748339061893,-1.0756350158579495
i love the atlanta airport there s always smooth jazz playing throughout the airport downside is how busy it is but all in all a great experience,0.0,0,0,0.03303881186799592,0.45,0.5375000000000001,0.050696961563232876,0.017535416526922424
it was good not the best coolest part was walking across the shark tank atlanta is way better,0.0,0,0,0.021269332851491497,0.7333333333333334,0.46666666666666673,-0.5951966717447441,-0.5612018712062451
such a fun place with ons of activities i was there for hours with our family of and i still don t think we saw everything the staff were also really friendly,0.0,0,0,0.025789977294892335,0.225,0.39999999999999997,0.2121703698902271,0.3390561319342377
busy but efficient it is a big airport,0.0,0,0,0.02902933999930075,0.05,0.2,-1.2783533992820273,-1.2042433020208756
in terminal f flights boarding at the same time everyone making announcements over each other no one knows what is happening no food options but the cnn store which is completely out of any refrigerated items to eat irritating for people who have to travel,0.0,0,0,0.01763095607253204,-0.10625000000000001,0.42500000000000004,1.4294314480475683,1.1750099919932575
a giant airport be careful and you get lost,0.0,0,0,0.061072519843696625,-0.05,1.0,-1.2162482422331835,-1.1399391589394126
quiet friendly excellent food and drink my flight was delayed and i spent hrs there before flying out was not at a loss for comfort or dining and killing time the united airline staff was superb in reporting us best i have ever seen there was ns frenzy,0.0,1,0,0.011700004543790537,0.5458333333333333,0.5388888888888889,1.379747322408493,1.3679224212376466
i would hate to be in hatfield jackson atlanta international airport today weary face,-0.2732,0,0,0.33432546274337693,-0.4,0.45,-0.6945649230228944,-0.8184184435320973
there was a shorter line so we tried this place bad choice food was ok but for a not so fast food restaurant is absurd on top of that it took them forever to serve our food,0.0,0,0,0.021018974492708176,3.3306690738754695e-17,0.6533333333333333,0.38606480962699014,0.660576847341553
very organized and systematic,0.0,0,0,0.01071533912123802,0.2,0.3,-1.3901426819699465,-1.4614598743467277
small airport with even smaller security lines,0.0,0,0,0.014544105860614654,-0.125,0.45,-1.178985148003877,-1.2685474451023386
never go on christmas again all the attraction were close the food stores were close to they canceled the paradise of lights so i couldn t do nothing there,0.0,0,0,0.006845191011262922,0.0,0.0,0.17490727566092076,0.14614370268984853
we went for their christmas in the wild event it was decorated nicely very crowded but not uncomfortable a lot of fun,0.0,0,0,0.025649806961094562,0.21250000000000002,0.475,-0.29709191791029316,-0.30398529888039283
longer lines than usual lately but still got through quickly,0.0,0,0,0.03845914466160204,-0.07222222222222224,0.45,-1.005090708267114,-1.0756350158579495
it was an ok visit enjoyed the new leland world only downside the lines were to long we waited in line for the carousel from min to min just so the ride could be mins long also the staff worked at a slow pace disengage with the guest,0.0,0,0,0.005186302112614309,0.10519480519480516,0.5506493506493506,1.143747725622886,1.3679224212376466
controlled chaos in that place face with tears of joy,0.4404,0,0,0.033063281205852654,0.8,0.2,-1.0920379281354955,-1.0756350158579495
if you love animals this place will just make you sad,0.0,0,0,0.11850083381332528,0.0,0.8,-1.0920379281354955,-1.0113308727764865
good place plenty mankind from artist and well known figure all over the world,0.0,0,0,0.0171131918990537,0.7,0.6000000000000001,-0.7815121428912759,-0.8184184435320973
big place but friendly layout tram gets you where you need to be quickly,0.0,0,0,0.04374367790009086,0.23611111111111108,0.3666666666666667,-0.8560383313498886,-0.8184184435320973
came here to complete a global entry interview we constantly saw people leaving so thankful grabbing a spot was easy it was expensive to park just for the half hour but it was expected inside could use some updates it was pretty easy to get to the are we needed but we did ask for help we were seen pretty close to our appointment times did not take long either,0.0,0,0,0.005492718175311302,0.05909090909090908,0.5515151515151515,2.733639746073291,2.7826135690298335
the vendors wasn t at full capacity so it made the food lines long and some of the theaters were closed,0.0,0,0,0.022869270078270224,0.06666666666666667,0.35000000000000003,-0.4709863576470562,-0.3682894419618559
for a western it is nice to see a madame tussauds from an asian perspective,0.0,0,0,0.032001519519524985,0.19999999999999998,0.3333333333333333,-0.8187752371205822,-0.7541143004506342
nice take the train to move between the terminals,0.0,0,0,0.09003276826061521,0.6,1.0,-1.1417220537745707,-1.1399391589394126
domestic terminal d was very crowded as its very narrow also here found that arrival departures happen from same gates hence both side passengers to fro movement creates a lot more suffocation when in between gates are boarding with people in q may be highest passenger is handled but not comfortable with space management in d terminal have runways,0.0,0,0,0.0046206297806760405,0.04,0.3908333333333333,2.5845873691560657,2.07526799513374
nice airport i had a hard time finding the rental car return i recommend getting to the airport hours early,0.0,0,0,0.00718924410713623,0.1361111111111111,0.6138888888888888,-0.42130223200798106,-0.43259358504331896
no where to get any food after pm people trading all day have to starve,0.0,0,0,0.049247555583066795,0.0,0.0,-0.8684593627596574,-0.7541143004506342
they have an amazing array of exhibits that make the whole place so diverse you never spend a second wondering if you ve already seen everything because there is always one thing to be found,0.0,0,0,0.02849128018916896,0.26666666666666666,0.43333333333333335,0.6096433750028283,0.5319685611786269
today saturday may all we saw was mostly dirt and perceived a lot of bad smells according to the zoo they were protecting birds from the bird flu no explanation about the other animals what a rip off,0.0,0,0,0.03955119266991853,-0.10833333333333328,0.5138888888888888,0.7214326576907474,0.724880990423016
it was over priced for what it was it s also stupid that it s open till but opens at like noon that gives people no time to enjoy it,0.0,0,0,0.9670241658760652,-0.1333333333333333,0.6666666666666666,-0.11077644676376136,0.2104478457713116
it s smaller than any other airports i ve been to,0.0,0,0,0.024654649786904386,-0.0625,0.4375,-1.1417220537745707,-1.0113308727764865
it was very nice but i feel the admission fee high for what you get,0.0,0,0,0.08632728933446028,0.47000000000000003,0.77,-0.9181434883987325,-0.7541143004506342
extremely crowded could not even get close to the exhibits flow of entire aquarium seemed to have no rhyme or reason people just standing in one place for a long time had heard great things by was very disappointed,0.0,0,0,0.008226088045675137,-0.07000000000000002,0.75,0.9077481288372792,0.789185133504479
a lot of restaurants are close or have very long lines,0.0,0,0,0.023876944467667343,-0.065,0.52,-1.0796168967257267,-1.0113308727764865
decent activity for a rainy day a number of exhibits weren t functioning properly or broken number of decent interactive games and educational games great for younger kids,0.0,0,0,0.015864730264540727,0.1638888888888889,0.45555555555555555,0.37364377821722133,0.08183955960838549
horrible with a capital h the workers are rude the counters open an hour before the flight was to take off sa is out this world long,0.0,0,0,0.06110211745237706,-0.3375,0.625,-0.11077644676376136,0.017535416526922424
several dead reptiles and fish in their tanks someone needs to actually check on them one of the cobra appeared to be composing,0.0,0,0,0.06638643564302407,-0.06666666666666667,0.16666666666666666,-0.1728816038126053,-0.2396811557989298
my last visit was er disappointing only one stage show was performing and was so crowded i couldn t get in the majority of rides were closed and even the craftsmen weren t doing demonstrations the christmas tree light show was nice but overall not worth the price of admission,0.0,0,0,0.024794159672946698,0.018750000000000006,0.4583333333333333,1.677852076242944,1.4965307074005727
every water fountain is broken water prices are insane inside no shade dehydration children daily lock the gates until you have plumber fix your water supply greedy lego criminal you can use the profits from overpriced food items to pay the plumber,0.0,0,0,0.0666744908072178,-0.44999999999999996,0.4875,1.330063196769418,0.9820975627488683
only because when you arrive at am and have to wait hours for your connection flight way on the other side of the airport there is nothing open,0.0,0,0,0.010830930860214926,-0.041666666666666664,0.625,0.0258548987436953,0.08183955960838549
my trip was not good finding my way to the domestic was a little confusing,0.0,0,0,0.03490354157153887,-0.20937499999999998,0.4,-0.831196268530351,-0.7541143004506342
i love atl airport they re friendly helpful they look mean but they re not face with tears of joy,0.4404,0,0,0.033425320320523665,0.340625,0.496875,-0.5455125461056689,-0.43259358504331896
to much one for a to minute walk through high recommend the aquarium at bass pro in springfield it took plus hours to walk through,0.0,0,0,0.06505004653420836,0.06999999999999999,0.41333333333333333,-0.13561850958329894,-0.11107286963600368
it would be really nice if there was more than handicapped parking places in the parking deck coming from somebody who is handicapped and needs help getting in the airport airport my driver cannot find a handicap parking spot or parking spot in general,0.0,0,0,0.036731024773600504,0.38333333333333336,0.6666666666666666,1.379747322408493,1.1107058489117945
boring this aquarium is old not many species and exhibitions d movie is just a cartoon not creative neither educational purposes national aquarium in baltimore charges the same price but it is much more plentiful of many difference species and exhibition and dolphin show,0.0,0,0,0.006850303279885808,-0.01874999999999999,0.509375,1.6157469191941,1.1107058489117945
