industry,review_comment,rating
Airport,"It's called SMF...But, shouldn't it be called SIA?!?... Anyways, nice mid-sized airport!  I wish they had Massage Envy and/or a hair salon/barber shop here.  No duty-free shopping here.  No Panda Express or Chinese food here.  No Chando's Tacos, or Jimboy's Tacos, or even a breakfast diner.  No light rail train to downtown Sac...I appreciate the cleanliness, safety, and friendliness though.",3
International Airport,"Can't outrun the plane train, but you sure can try",3
International Airport,Easy to navigate and everything on time but customs line was extremely long and far too crowded for the age of covid.,3
International Airport,Typical Hartsfield experience.  Landed in area A and have to train your layover to area E. But that's what is to be expected when you land in Delta's main southeastern hub,3
International Airport,"So in the D Concourse, I saw the Five Guys sign and got excited when I thought I could get a handmade shake, burger and fries.  Shakes are not an option in this concourse and more importantly, the burgers are only 1 patty instead of the two you typically get at any Five Guys and it is about $3 more. Just buyer beware. 1/22/21@2:30 pm.",3
International Airport,"This airport was big af. Way too many passengers to only have 2 ppl doing the North security checkpoint tho. I did get confused when it was time to return the rental. Overall, it was a decent experience.",3
Airport,"This airport is old and the flights are more regional than anything else. All flights from this location go to Dallas or Houston for connectors. Dallas is where flying dreams die, only and average airport until the city stops playing politics with the amenities inside the airport and invests in the city's airport.",3
International Airport,"The Airport is very nice, well kept and well organized. The only negative is out front, it is uncomfortable since there are needy people wandering around asking for money, plus the only place to sit is the smoking area. As long as your in and out then picked up quickly it fine but if you have to wait for your ride to arrive its not a good experience.",3
International Airport,Big airport .  extra time needed to get to gates..,3
Airport,"On time, not impressive in the way of food, esp prices.",3
Airport,"(Translated by Google) I feel that for the amount of tourists that visit this city it is small, in addition it is already somewhat old. It lacks a remodeling and more stores

(Original)
Siento que para la cantidad de turistas que visitan esta ciudad es pequeño, además ya esta algo viejo. Le falta una remodelacion y más tiendas",3
Airport,"(Translated by Google) You can travel without a passport

(Original)
Puedes viajar sin pasaporte",3
Airport,Smooth process until looking for rental car pickup...kind of got turnt around. Not a huge setback but enough to say better signage.,3
Airport,Never really Park just kept driving through until we picked up the person we were there to pick up,3
Airport,There were not a lot of people.,3
Airport,"This airport is small and easy to navigate. But I will never understand why every time I come to this airport, it takes them forever to begin to boarding process. Every single time I’m here.",3
International Airport,I spent my time in the Sky Club having a latte,3
International Airport,Fine I guess? I had a six hour delayed flight. I felt like the available options for dining and coffee were kind of lame but the TSA line moved fast. I noticed there weren't many places for people to plug in their devices and that's maybe the worst thing.,3
Airport,Boss Bagels is now at the San Antonio International Airport!,3
Airport,"Lol, half measures are fun. Covid conveniently only transmits side-to-side, and not front-to-back

Courtesy of San Antonio International Airport, who was also the shining gem who banned Chic Fil A for truly no reason at all. I expected no less from you!",3
International Airport,Just so big it's almost Scary tho!,3
Airport,United air struggled with baggage unloading tonight but otherwise same as any airport!!,3
Airport,"People are great, food prices high, place is very big, lots of walking, luckily they have a team to ride.",3
International Airport,Its ok but they discriminate a lot fr no reason its not everybody but some of the staff,3
International Airport,"Claim to have smoking areas past security, it is a lie.",3
International Airport,Busy busy busy leave the house early,3
International Airport,Would have given them 5 stars but the airport employs some rude @ss ppl so they get 3 stars we do love the artwork and the history they have on display,3
International Airport,"One of my Fav Airports throughout the World.
Thanks to COVID better have a Debit card no place inside airport takes cash.
Found a vending machine.
Also cloth face mask only
No Carvetts
No Bandanas
No Scarves",3
International Airport,The airport is great the food court sucks,3
International Airport,Going through TSA at Hartsfield-Jackson Atlanta International Airport. Super sophisticated and fancy!✈️❤️🚀,3
International Airport,"It's an airport, what do u think? The terminal train is sick though",3
International Airport,Very big airport. A lot of walking involved if you have to stop at baggage claims and rent a car.,3
Airport,Very crowded on Friday night.   There's massive construction at the southern terminal again and traffic is backing up.   Plan for at least an extra 30 minutes.,3
Airport,"Not a bad airport as it's my main hub.  Food is consistently lacking  and less than mediocre though.
Tastes like the restaurants get the food from the same supplier.",3
Airport,"Airport was ok, TSA decided to use my carry-on as a training tool and kept running it through the scanner because the lady didn't know what she was looking at.",3
Airport,"Busy location..clean. Great service !
DELTA FLIGHT",3
Airport,Cov19 is making everything so difficult 😫,3
Airport,Busiest airport in the world....,3
Airport,"This is not my favorite airport, but far from the worst. It suffers because of how busy it is. However, this time it was not crowded at all.  Update. Still busy, crowded, and dated.",3
Airport,Smaller airport slightly convenient to catch a flight from here. Might hit some traffic on i5 by downtown or close to the airport for construction. Somewhat pricey food options. But like terminal B. aka the newer terminal. Now days started getting packed maybe because of the holiday.,3
Airport,Airport is very busy and tsa checkpoints do move fast at all.,3
Airport,"I flew United, staff was great. TSA was a joke! Told them I had hearing loss and they did nothing to help not speak up, not get closer, not try to make it easier for me to understand what the heck they were saying causing me to hold up the line.",3
Airport,Busy busy airport. A lot of construction going on. The concourse was not working properly. Very long walk to long term parking. Fair experience,3
Airport,"It is not totally open yet (restaurants, shops etc). Not all the porters are back at work.",3
Airport,Everything is so limited now....I know the whole issue of the pandemic has played a huge role but  it's a bit of a bummer because quite a few shops/eateries ate closed,3
Airport,We got there on time and my family wait time wasn't long at all. Thank God,3
Airport,Southwest Airlines needs to do a NONSTOP Sacramento International Airport to San Antonio International Airport and so I can enjoy a good amount of the day in the 210 after early morning departure from the 916💛❤️🧡💙❤️🧡💛❤️💙 #flySanAntonio #flysacramento #sacramentointernationalairport #sanantoniointernationalairport #southwestairlines,3
Airport,"This airport is well organized and maintained, but the scarcity of open food is ridiculous. Despite the fact that there were flights going out of nearly every gate in C, all but 2 restaurants were closed. As a result, the places that were open had lines so long, you’d need a 2 hour layover to get a meal.",3
Airport,Still haven't  decided yet...pretty  bizzy here,3
Airport,"This airport was pretty good going out and coming back in. One problem was one of the elevators were down going to baggage claim, and the parking was full pretty much when we arrived so we had to walk far.",3
Airport,Terrible lines even off peak. Why in the world can't they build another airport or 2 in metro ATL like other major metropolitan areas???,3
International Airport,Making the connection to DC via Hartsfield-Jackson Atlanta International Airport today...,3
Airport,"It was clean, but I was disappointed that they have taken out all the seats. Its difficult for elderly people who are waiting to pick up someone. I understand about being safe with regards to covid,  but couldn't the chairs be placed 6ft apart? Just a thought....",3
Airport,My only issue is why are they giving out snacks on the plane so people can take their mask down to eat?!,3
Airport,"As California opens up and people begin to travel again, things may look a little different at the Sacramento International Airport (SMF). https://bit.ly/3wxhV4L",3
Airport,"ATL has lots of great restaurants and shops, but going through security there has become very slow & stressful.",3
Airport,"Long lines, please be patient and smile under your mask!",3
Airport,Things in the C concourse close down too early. Lots of flights leave after 7,3
Airport,"I like the Airport, the facilities. However, this Airport needs to improve in Customer service.",3
Airport,"Extremely crowded. Lines move as quick as possible.  Very confusing because of the volume. Allow plenty of time ...  like 1.5 - 2 hours for domestic travel
But I really did enjoy watching the security dogs sniff us out as we walked 2x2 through the security checkpoint. I love a well-trained working dog who's handler is sensible and even-tempered.",3
Airport,It was a big place didn't stay there long,3
Airport,Airport is great. Parking is not. Parking seems way to high and expensive.,3
Airport,Super huge!!!! Pick up is very congested!!!! Please get there at least 2 hours ahead of time before take off... Overall just roll with it!!!,3
Airport,The bathrooms smelled really bad. Everything else was good.,3
Airport,To busy this morning but check fast,3
Airport,This airport is always busy. It's well-lit and clean. Fairly easy to get around being such a large airport. If you're not familiar with the airport as we weren't it can be somewhat daunting.,3
Airport,There should be earlier accomodations for those that catch early flights. The restaurants don't open until 7. The vending machines gave us a hard time accepting our bills.,3
Airport,It was packed but tsa did an excellent job getting everyone in line and checked.,3
Airport,A zoo as always. Even during COVID.,3
Airport,Good signage to show directions....... rental car companies extremely slow.......oneperson at counter at 7PM.....ridiculous!!!!,3
Airport,"Crowded. Personal space/social distancing definitely violated everywhere. It's an airport...a huge airport. Shopping and eating options galore...it's the south. As long as I can get on the flight with no problems, I'm good.",3
Airport,There has been good progress in the 916 & even since the pandemic Sacramento International Airport  wasn’t under a TRAVEL RESTRICTION for incoming passengers but there was a short time that San Antonio International Airport  placed SAC TOWN in a TRAVEL RESTRICTION,3
Airport,"Its was pack. Scary when I got there, so many people. I thought I was going to miss my flight, but they did they thing SouthWest",3
Airport,Need food and drink for ppl waiting on arrivals!,3
Airport,Traffic was very busy but it kept moving.,3
Airport,"Poor organization, very little care or customer service. One of the worst airports in the US.",3
Airport,Still not at full capacity. A few restaurants closed. One Starbucks with a line.,3
Airport,Very busy need to show up very early,3
Airport,My trip was not good. Finding my way to the Domestic was a little confusing,3
Airport,Flight volumes are up. Please reopen shuttle parking ASAP!!,3
Airport,"The airport is buzzing again. All restaurants and bars are open. They should publish the right luggage belt, shouldn't be so difficult.",3
Airport,Security was surprising fast but the prices were still insane. 😂,3
International Airport,And we headed to the Hartsfield-Jackson Atlanta International Airport!,3
Airport,Nice airport  but the set up to get to the plane and off is very confusing,3
Airport,Travel is back. We need to find a better solution for drop off and pickup. Also try MARTA.,3
Airport,No 6 feet everyone gotta go through same area departure and arrivals common I guess this is the biggest airport they said,3
Airport,"It's a massive airport with tons of people, give yourself extra time and extra patience.",3
Airport,No restaurants was opened ... Long lines for food ...,3
Airport,Trip was hood but boarding was a little frustrating because my gate different and no notification.,3
Airport,Staff needs more training on the in and out of the layout.,3
Airport,"This airport is the best when it comes to efficiency, however, with covid they don’t seem to enforce the mask policy even though it’s under federal law. At least a quarter of the people sitting in the terminal had no mask even though they weren’t actively eating or drinking",3
International Airport,"Hartsfield-Jackson Atlanta International Airport has no cameras at all n hasn’t said anything else about the situation.. tag they ass even if they say they reached out tag they ass until business get handled 

Share share share 

#Tag #Tag #Tag",3
Airport,Nice airport but can be a bit confusing,3
Airport,Because of the pandemic most shops/restaurants/Starbucks are closed. So be prepared for LONG Lines at the few that are open,3
Airport,"US busiest airport is getting going again. There are many eateries out of business, leaving the surviving ones with loooong lines. Plan accordingly. Free internet is fast. Helpful to have during layovers.",3
Airport,"Even though they get the job done it's overcrowded and too busy! I waited for over an hour to order from Starbucks and it wasn't Starbucks fault it was bc there were just too many people flying either to or from Atlanta, ugh!",3
Airport,It's super busy at check-in point this morning but I'm assuming it's because it's a Saturday morning,3
Airport,It's an airport.  It's fine.  Not like you can go anywhere else instead.,3
Airport,"It's easy to traverse, 4 restaurants in F hub but only one is open at 6pm and they are packed.
There's no place comfortable to nap on a 4 hour layover, chairs are horrible.",3
Airport,"According to the website of my HOME AIRPORT in Sac Town , mask mandates is still in place until September according to what TSA has mentioned which i know that information is mentioned on the site of San Antonio International Airport

",3
Airport,a bit confusing with the uber and Lyft signs for a new person in Atlanta airport,3
International Airport,It was so hot in there after coming off our flight from Charleston SC.  Then walking through there was even hotter especially for a handicapped person,3
International Airport,Arrived in Atlanta at 730am from a 6am flight. Nothing was open to get breakfast from where my next terminal was located. There was a soda machine that had a note taped to it that the soda was warm and a vending machine that was just about empty. Not cool when you're hungry and about to board another 2.5 hour flight.,3
Airport,"At this time it could use a good breeze as wearing masks in a stuffy place is less than fun, it can feel good and sticky. Was a tad confusing finding where the security line was as the signs were sparse and easy muddled by 5 or more other temporary signs all somewhat telling you where to go. Once in, it's your average big airport nothing much to say.",3
Airport,"With COVID, it's lacking on restaurant availability.  Otherwise it's business as usual.  Can't wait for masks to not be a thing.",3
Airport,"From corporate to vacations, to overseas I've flown out of Hartsfield. It's gotten better BUT, it's 50/50 on the experience.",3
International Airport,Time to open more restaurants...,3
International Airport,That airport has so many rude and snotty employees there.,3
Airport,"It's a fine airport, but no gender neutral bathrooms in 2021?",3
Airport,The airport is clean. They keep the 'pickup/drop off' lines moving. This time I needed to charge my phone and realized none of the plugs attached to the seats were working at the Southwest luggage area.😫 bumper. There were a few wall outlets working but no seats near by.,3
Airport,A bit unique arrangement of the airport but pay attention ymto signage to get aroubd,3
International Airport,"Bathrooms were clean. All the restaurants were closed and only had vending. Oh, but Starbucks was open of course",3
International Airport,Suggestion or a question... can the left side on delta be used as pickup and the right as drop off or vice versa?,3
International Airport,Not the best Airport but not the Worst🤷🏾‍♂️,3
International Airport,Very congested for 1:30am I thought.,3
International Airport,Severely overcrowded with few places open for food.,3
International Airport,"Airport was clean. Sad to say it is really difficult to get food there, most restaurants are closed and long lines for any that are open",3
International Airport,"TSA representatives were rude and obnoxious.  The check in representative was nice and very helpful, gentlemen name is Mr. King. He was truly outstanding.",3
International Airport,"The airport itself is amazing. Restaurants, art, shopping, the staff however is not accommodating, I get they probably get all sorts of vexing customers as well as incidents but it's their job to assist u and answer ur questions. If the staff had been better my review would have been 5 Stars!",3
International Airport,"Clean and unhurried, not too many options to eat",3
International Airport,There is very little food available as most places are closed. Every place that was open for sit down dining had a long wait and many had a limited menu. The dining options do not seem to be keeping pace with the increasing number of travellers.  The airport itself is very clean and all of the employees of the airport and the vendors are doing a great job.,3
International Airport,Dropping off my son. It was really busy at 5:30 am. Parking area ok but its sad that u can't walk thru with ur guest to where they check in board the plane. Didn't walk around to see if anything was open. It's a sad lonely place now.😢😢😢,3
International Airport,Need to bring back smoking rooms,3
International Airport,Staff was fairly friendly but no tsa precheck... wouldn't recommend if catching other flights here. Barely made it with a 2 hour layover.,3
International Airport,My incoming flight landed and I only had 15 minutes to get there. I missed my flight. They gave me another ticket for later flight. This is a huge airport and should transport people if they are pushing that close.,3
International Airport,The airport was just fine. We were loaded on the airplane and had to sit there for an hour waiting for catering to bring us some water before we could take off.,3
International Airport,This flight is gonna be packed af. Good thing I had a cocktail so I can go to sleep through the children crying 😜 Hartsfield-Jackson Atlanta International Airport On my way to Tucson,3
International Airport,"It's Hartsfield, so it's very busy.",3
International Airport,"It's crowded...and big but if you don't change airlines, there's no big ado.",3
International Airport,"Very busy airport, long walk between gates. Does have USO.",3
Airport,We went there to rent a car. Car center in off-site facility.,3
International Airport,"Confusing, a zoo. At least help is courteously",3
International Airport,All good but needed a wheelchair attendant earlier.,3
Airport,I wish I was on the plane when I was at Sacramento International Airport last night for FIESTA 💚💗🧡,3
International Airport,The 6ft distance is not enforced at the security line. I am not saying so I'm reference to just covid but it's healthier all round.,3
International Airport,A little confusing to find the right terminal otherwise not to bad.,3
International Airport,A very busy airport and not easy to Connect within terminals from the outside.,3
International Airport,Anyone know of a company (besides Uber)that drives you to and from Hartsfield-Jackson Atlanta International Airport? Preferably uses Tahoe/suburbans?,3
Airport,"CRAZY!!!

Two hours before flight isn't enough time rn to arrive before flight.   These were taken at 4:50 this am.  Lines to get checked in wrapped around the airport.",3
International Airport,"Just what you would expect at an international airport...long security lines!  I hate having to take the tram/train to get to my gate. Up escalators....down escalators.  All the staff we encountered from check in onward were friendly, which made it more bearable.",3
International Airport,Not the best for handicap people,3
International Airport,Crazy busy. But staff was very helpful,3
International Airport,The lines were very long for the drop bags and security but the Customer Service was very good.,3
Airport,Terminal A TSA was a wait of an hour this morning.  Thankfully I planned ahead so didn't miss my flight but I heard many others who did....,3
International Airport,Since travel has interest more restaurants need to be opened.,3
International Airport,"Very busy airport, hard to find even where to eat without a waiting time longer than 25 min",3
International Airport,"Airport is very clean, but due to COVID 19 many restaurants were not open, and the ones that are have long lines.",3
Airport,I don't know if it's just me but this airport seems super old. Needs a bit of upgrading in certain areas. Delta area is always nice. But of course it is it's the Delta hub.,3
International Airport,Parking directions in airport it's not very clear almost miss flight very confusing,3
Airport,1 tram down yet they still picked up the pieces..,3
International Airport,My latest flying video is live!  Check out my not so great experience with Southwest Airlines from Hartsfield-Jackson Atlanta International Airport to LaGuardia Airport and come with me as I visit The Club Lounge at Atl airport.,3
International Airport,"Great airport, but all the food options were closed at 7pm, no where to get food, disappointed.",3
International Airport,Very easy to maneuver through. Alot of renovations going on but it didn't seem to interfere with getting from point a to boarding.,3
International Airport,Staff was great...even security! The lines for the security check were long but only took about 45 minutes to get through. The problem is the place is pretty dirty. I didn't couldn't wait to get my shoes back on after going through security. It was especially dirty around and under the benches you can sit on to put your shoes back on.,3
International Airport,"The airport was really easy to navigate on the way in. Going out, though, was tough. To me, it was not clear enough how to get to the security line. Also, it took a really long time to get through it. C'est la vie, I guess, for a busy airport.",3
International Airport,"This airport does a marvelous job of handling a huge flow of passengers.
That's until you go out to get picked up by a family member in a car. What a mess! You have to trot across several lines of traffic and then hold up the flow while you get in the car. Someone needs to figure out a better way.",3
International Airport,"It is  nightmare.  The traffic  is horrific.  85 is a parking lot north and south bound.
Take the train if you can.",3
International Airport,"Good airport. TSA is curt and unfriendly most of the time. Boarding is terribly inefficient during Corona. The food is expensive and mediocre, as is to be expected, and I would not have it any other way. It has a very aiport-y feel.",3
International Airport,My least favorite airport in the world,3
Airport,Was picked up. Didn't need parking.,3
International Airport,"A little confusing with trying to.find where the lyft/users would be located. However,  it was fine. The women's bathroom was PACKED. May want to review data of bathroom usage to help make it less congested for washing hands and dealing with many people in one central location. Yet, it was decently clean. A person was in there trying to clean up.",3
Airport,It's a small airport but it's okay for a short lay over on a transfer. There should be more options to eat for the prices you got to pay.,3
International Airport,"Only because when you arrive at 528 am, and have to wait 2 hours for your connection flight Way on the other side of the airport, theres nothing open..",3
International Airport,Waiting on flight even with 45 minutes to go through security still had plenty of time to get to gate.,3
International Airport,"The last warmer than normal high temperature at Hartsfield-Jackson Atlanta International Airport was June 18. Monday could be a bit warmer than normal, but most of the next 1-2 weeks looks relatively cool. Not exactly cold, with temps in the mid to upper 80s, but no extreme heat is likely in north Georgia into mid-July.",3
International Airport,"Great they are very strict that's why they got a 4 out of 5. I understand why, but go bother people who fit the description. On that note. Do exactly what you are told while going thru security or you will have to go thru again.",3
Airport,"Clean and small International airport. It should be international ""light"" because I think the only direct flight out of the country is to Mexico.",3
International Airport,"It's a nice airport, using it as a backdrop for political means, and Black empowerment is at best misguided, while also spreading lies",3
International Airport,"Always a bit chaotic,  but large airports often are.  Traveled on July 4th and many of the shops were closed. I was surprised at how much garbage was left out by people.  It made finding a clean seat at my gate challenging.",3
International Airport,Traveling on July 5th.  Airline instructed us to be at the airports 3 hours early.  Two restaurants open with incredibly long lines.  I guess the airport didn’t realize it would be busy. 🤷🏼‍♀️,3
International Airport,All the stores & restaurants are closed at this wing,3
International Airport,Departure needs to be in a different location from arrival.,3
International Airport,HAS ANYONE TRAVEL FROM Hartsfield-Jackson Atlanta International Airport  LATELY?,3
International Airport,Get there early. Setup to check bags in outside.,3
International Airport,"As it's said, It's the busiest airport going.",3
Airport,Ticketing and security lines are a HUGE mess.  Arrive at least 3 hours before your flight as a precaution.  There are a lot of rude passengers as well.,3
International Airport,Can be more streamlined in managing their check-in lines. Airlines specific check-in is something that most airports have.,3
Airport,"Looks nice, but Needs better maps/directories for newcomers. Had a hard time finding where to go from terminal to rental car area. Also a free Shout-out to Hertz here for keeping it consistently slow.",3
International Airport,"Once again at world's busiest airport #1, Hartsfield-Jackson Atlanta International AirportHartsfield-Jackson Atlanta International AirportHartsfield-Jackson Atlanta International Airport",3
International Airport,Airports are running at full capacity. Hartsfield-Jackson Atlanta International AirportHartsfield-Jackson Atlanta International AirportHartsfield-Jackson Atlanta International Airport Atlanta International Airport,3
International Airport,Very organized and slowly getting busier and busier with many travelers.,3
International Airport,Most food and drink venue's were closed at 2 in the afternoon which was frustrating. This definitely has not been a favorite airport in my opinion. Employees weren't really helpful. It's ok I suppose.,3
Airport,This terminal REALLY needs a Cell Phone Lot!,3
International Airport,One person at TSA precheck and only one luggage scanner operating causing a large wait and lots of people in line. Other than that I really like the Atlanta Airport.,3
International Airport,Get there early to get through security even the priority lines,3
International Airport,Just landed at 8:20 pm and only one place to get food on entire C concourse.,3
International Airport,"Wifi didn't work, and there were few healthy food options. Some of the staff were helpful, but other were close to rude.",3
International Airport,"Beautiful Airport but traffic in and out of here and to the airport, awful, always in adventure in Atlanta.",3
International Airport,"COVID-19 has been buried in Jackson's tomb in Atlanta. All the restaurants, bars and grumpy wait staff are back. No one follows queues or row numbers when boarding, because traffic laws also apply to boarding in the ATL. If you're nimble, walking is faster than the train. The food selection remains the gem of the southeast.",3
International Airport,Not as costly as some clubs especially on the daily entry fee.  Crowded and food is not very good.  Drinks are free.  Oops time to catch my next flight.,3
International Airport,"Had ok experience. As I walked up to security; which had an extremely long line, a TSA agent walked up and said for a shorter line follow him. Probably saved me 30-45 mins. Lucky mostly.
Second flight out of ATL this year and another delay.
Would be nice to leave ATL on time for once.",3
International Airport,Busy! Back to pre- pandemic volume for sure .,3
International Airport,"I normally love this airport. If I have a lay over ATL is the best place for a lay over. However, closing your restaurants at 9 pm is just wrong.",3
International Airport,Very busy for a Monday but its always busy.,3
Airport,Short lines at the airline and through security.  Always fly out of Sac if I can,3
International Airport,Post COVID-19 travel is no different than before other than the masks being mandated.,3
International Airport,"Airport is always fine, the major problem with the airport is that most of the restaurants close early. Alot of people travel until late in the evening and there is no place to eat in the airport due to all the restaurants are closed.",3
International Airport,"GREAT! However, American airline was very bad. Never again if i can help it.",3
International Airport,This is a busy airport expect traffic and people delays.  It will be a stressful experience and staff is distracted.  It is best to know where you are going and have a plan.,3
International Airport,There was only 2 agents on duty for 100s of passengers. which caused us to stand in line too long.Employees were friendly but the airport signage use some improvements.,3
International Airport,Only let down is so many shops closed.,3
