industry,review_comment,rating
International Airport,"We put people first! #AETC #Repost discoverabletv with make_repost
・・・
Getting through security lines at airports is always stressful. The Atlanta airport has a line clearly marked for those needing special assistance. #atlantahartsfieldjackson #disabilitytravel #atlairport #travel #wheelchairgirl",2
International Airport,The construction has been going for too long,2
International Airport,not enough seating in c terminal,2
International Airport,Hartsfield-Jackson Atlanta International Airport y’all better put them TSA hoes on a leash b4 I slap tf outta they pussy pie ass lame ahhh hoes,2
International Airport,So I am fairly convinced that the Hartsfield-Jackson Atlanta International Airport is actually the 9th circle of Hell,2
International Airport,Thank you Frontier Airlines for the absolute worst night we have had.  And thank you  Hartsfield-Jackson Atlanta International Airport for making it ten times worse,2
International Airport,"The customer experience, no matter the airline, can do better.",2
International Airport,Lack of soap in men's wash room,2
International Airport,The only issue I have was that when going through the security check they made us remove the snacks we brought for the kids out of the bags and tablets headphones. I mean whats the xray machine for if they're just going to have us remove everything in the bag.,2
Airport,Didnt have enough charging stations thur out the airport,2
International Airport,Daily parking spots are tight. Good for small cars only.,2
International Airport,I caught feelings and not my flight :(,2
International Airport,Most of the hand sanitizer stations  seemed to be empty or not working,2
International Airport,No food to eat at the airport. I was very hungry and couldn't find real food to eat.,2
International Airport,Everything closed down by 9pm except the blue moon brew restaurant in terminal B. They were open until 10 Thank god since my flight was delayed twice and my previous flight didn't get in until 915pm. There was SOOOO many people looking for anything to eat including flight staff.,2
International Airport,"Why is everything so ..... far ..... away ... from .... everything. You have to get on a train to get to the terminal. You have to get on a train to get to the bag claim. You have to get on a train to get to the car rental center. You don't walk anywhere in this airport. You take a train. Who designed this nightmare? Everything runs smoothly, but it's far away!",2
International Airport,People need to wear their masks properly,2
International Airport,Why is this airport ripping people off and it cost so much to here,2
International Airport,"Not everyone wearing masks,  and just casually taking them off.  Relatively cramped",2
Airport,Social distancing is just a sign they put up. There is otherwise no real attempts to encourage it. Big COVID fail. So much for flying being safe now.,2
International Airport,WuT PaNdIMiC! Lord other than a few hand sanitizer stations you wouldn't know a deadly super contagious disease was running rampant through the country. Avoid flying through here if you can.,2
Airport,I was scrambling from one terminal to the other to catch my 2nd flight. Had no idea how to get arou d.,2
International Airport,"Very crowded, very busy, no smoking inside anywhere",2
International Airport,I did not like the idea that we had to take a train to pick up the baggage and a train to go and check in whoever designed this Airport may have thought it would be a great nice-looking Airport sorry is lame,2
International Airport,"No food courts are open, its 6am and I need coffee!!",2
Airport,They still haven't figured out how to run a passenger friendly airport during covid. Most everyone else has.,2
International Airport,"most of the employees I interacted with were rude. The parking attendants are super friendly & helpful though. I think a lot of the employees don’t like their jobs & it shows. Either way that’s their problem, not the travelers. QUIT! ITS JUST THAT SIMPLE.",2
International Airport,"I was traveling Through, got to my gate and was Saddened to see Airport employees, standing together, with No mask or improperly Worn masks.  Then I saw a Group of ladies ALSO avoiding proper safty protocols.",2
International Airport,Busy but lines moved swiftly. More than a couple very rude airport employees specifically security check in,2
International Airport,Changing gates 30 minutes before the flight takes off when older persons are on the otherside of the terminal is NOT cool. I will avoid this airport if at all possible in the future.,2
Airport,Volaris Airline counter employees are horrible. They need more training and need to be more friendly. In a scale from 0 to 10 they get a negative 10. Horrible Service,2
International Airport,Definitely not my favorite airport. I can go done the list of reason why,2
International Airport,"Thousands of African cultured art pieces on display, but zero of anyothers culturs of art. The staff pretty much follows that same pattern too. You do not feel welcome here. Along with the shoe removal area thousands of feet touch that very dirty floor, before you get radiated. I wish there was another option for atlanta.",2
International Airport,Huge airport. Frustrating trying to find your way around.,2
International Airport,In Terminal F. 3 flights boarding at the same time. Everyone making announcements over each other. No one knows what is happening. No food options but the CNN store which is completely out of any refrigerated items to eat. Irritating for people who have to travel.,2
International Airport,This is a very large airport however the TSA employee were very rude!!,2
International Airport,"(Translated by Google) It's ordinary but it's not a good place to eat

(Original)
평범 한데 밥 먹을곳이 마땅치 않음",2
International Airport,"Staff are kind and helpful but this airport needs a major upgrade. Shuttle is slow and infrequent, there is only one concourse with food, few if any moving walkways and a cart for your bags is $6! Arrival is easy but if you are departing, arrive at least three hours before any flight, even domestic, because something is bound to hold you up. Plan on walking a lot to get to your gate.",2
International Airport,"Most eateries are closed today. Friday August 21 ,2020",2
International Airport,"Luggage carosel is very far and was in basement , AC not working and carosel broken . Very bad",2
International Airport,Not much open. People standing too close to each other.,2
International Airport,"The porters that stood outside of SWA with luggage carts didn't offer to assist me. I has with a pregnant woman and I use a cane. They quickly went to help a white gentleman that drove up after us. I never wanted to be one who throws the race card but, to see 3 black men not offer to help 2 black women was disheartening",2
Airport,"Lots of parking, fair place to wait if you're to early to pick up someone from the airport. Lighting isn't great, no bathrooms, nothing to do so I wouldn't suggest a long wait.",2
International Airport,It was very hard to find the North Gate. Ended up asking a security guard and she told me it was in the middle of the building behind a wall which took me a few to find. Then we we're moved through a big maze just to get to security. Not a fan of the setup here. Also i arrived at 5 am with nothing open for breakfast whatsoever.,2
International Airport,Interacted with 3 TSA agents and each one was so RUDE! The airport was much cleaner than normal for COVID which was a nice surprise.,2
International Airport,No social distancing protocol. Completely overcrowded. They are not practicing any safety precautions in regards to Covid except for masks.,2
International Airport,I got lost in airport ! Bad directions n÷ds a facelift,2
Airport,Its just an airport where everything is overpriced,2
International Airport,"The airport was nice, but the worker from Payless car rental / Avis car rental tried to steal $105.96 from me when I returned the vehicle. She said the computer does it automatically. I think she does it because she knows people are trying to make their flights.",2
International Airport,Wow...this place is very crowded,2
Airport,Southwest airlines employees were not very helpful on both legs of the flight to and from on the Sacramento side.,2
International Airport,Big and busy 😪  people have no  consideration for each other some women practically knocked me down got in front of me so she could check her suitcase first when it was my turn its a shame how some people act,2
International Airport,"No smoking area, looks like the whole country is trying to make ppl smoke.",2
International Airport,"Unfortunately restaurant on my gate closed, not sure if they closed early during pandemic and it's Saturday before 10 pm",2
International Airport,Why is everyone here so rude. You can say hello to someone and they have an attitude. I under stand they work for the airline and not the airport but it’s still a bad representation of the airport.,2
International Airport,The parking arrangements are way to confusing,2
International Airport,This airport is big and sprawling. It's very noisy many announcement tvs blaring and bad harsh lighting. The layout is very stark and the overall design feels like a mega bus station. No curved ceiling or rounded coves or arches just looks like blocks or shipping containers all joined together. The building is very uninspired,2
International Airport,At 8am there was only one place to get anything to eat. I under with covid precautions and fewer people flying the options might not be as great but still its not like it was 6am.  Even the McDonald's was closed.,2
International Airport,Catch Flights not feelings. I'll never fly frontier again unless I absolutely have to. Cheap hard seats and no tv🙄,2
International Airport,"Beware Concourse ""F"" !  After 6 p.m., there are nearly no places open that serve meals.",2
International Airport,"I still hate Hartsfield-Jackson Atlanta International Airport, but out of respect it will the first airport I fly to after COVID is over. #ATL",2
International Airport,A bit crowded for covid-19 to be around,2
International Airport,They should remake this place Franz Kafka airport. There are long halls leading nowhere.  I know this is the busiest airport in America but I felt like Gregor Samsa wandering the halls seeking knowledge and understanding but only getting the existential dread of missing my flight and being trapped here.,2
International Airport,Sucks that they got rid of the smoking bar.,2
International Airport,It's like a ghost town in some terminals. Lots of places closed. Lots of angry delta employees. I didn't hear the mayor's voice 100 million times so that's a plus.,2
International Airport,"I really didn't appreciate how one of the flight attendants treated me on my flight from Greenville to Atlanta airport. She jump on me an told me she done told me 3 times to put my mask on, it was very untrue. I thank the problem was that im white an she could treat me anyway she desired to. She belittled an humiliated for no reason. Delta 1247, Greenville to Atlanta.",2
International Airport,"As usual, wheelchair not present on arrival.
Ery annoying.",2
International Airport,The rear stairs are deployed on this Delta Air Lines McDonnell Douglas MD-88 parked up at Hartsfield-Jackson Atlanta International Airport. Such a shame they are no more.,2
International Airport,"Terminals are excessively long, way to much walking, also way too busy.",2
International Airport,Atl that walk from drop off to customs was NOT CUTE at all.!!!! NOT CUTE.!!  Hartsfield-Jackson Atlanta International Airport,2
International Airport,"Currently, is corona 19 and everything inTerminal E is close... :-(",2
International Airport,The baggage claim screens are not functional. You don't get any guidance on what aisle is your baggage coming to .,2
International Airport,Very large.  Directions not good.,2
Airport,Never have encountered more rude TSA than I have here.,2
Airport,The place is clean and nice looking. Low review is because  of the lack of directional signs inside the airport. If you're not familiar with this very large place you will go in circles. From where you're parked to the terminal you need to get to. Signage is horrible. Hope they fix this.,2
Airport,No restaurants were open in Terminal A.,2
International Airport,"Arrive at 730pm and no restaurants, not even fast food open. Very tough when traveling with kids",2
International Airport,Was taken to the wrong gate. Almost missed flight,2
International Airport,Wearing masks covering both your nose and mouth is not being monitored.,2
International Airport,No food available for breakfast.  Early flight need to eat before you get here.  This appears to be during Covid.,2
International Airport,A lot less organized than I expected fro. A metropolitan Airport,2
International Airport,"A bit convoluted in how to get to the rental car facility.  Don't follow the signs that say ""off site shuttles"".  Nip it in the bud and ask someone where to go!",2
International Airport,It’s winter. People are wearing/carrying coats and luggage. It’s entirely too hot in this airport.,2
International Airport,"Terminal E has no food. 50 hungry people were fighting for three leftover sandwiches. The vending machine is officially empty. 
Horrible hungry 4 hour with other similarly miserable, some drunk (of course, they leave the bar open and not one food option) travelers. Horrible. 0/10 would recommend",2
International Airport,"It's ATL! Not nearly as busy, and not many restaurants or businesses open.",2
International Airport,"We are in transit
From Jackson to Tampa .Arrived at 2 am due bad storm weather and our flight to Tampa is not till 0715 am .We are hungry ,nothing is open.  All Sky clubs are closed to 6 am or 7 am .",2
International Airport,People who work there can be a little more friendlier,2
International Airport,They need to enforce mask wearing at the gates.,2
Airport,"Lines And Closed Restaurants, But Lots Of People!",2
International Airport,"Only one food option after 7:00 pm, hundreds if not thousands of disappointed people. Maybe I'll open a pizza stand, charge $10/slice and stay open until midnight...probably retire in a year.",2
Airport,The only thing that gives ATL Airport any stars is The Varsity.,2
Airport,"Hectic, put personnel are friendly",2
Airport,Friday 7 pm - can't buy food in the terminal... Flying hungry.,2
Airport,"Too warm, crowded, loud, and fast-food vendors take advantage of passengers rushing to their gates by not giving them their full orders. Advice: always check your order before leave the fast food counter.",2
Airport,Superior customer service turns around even the worst days,2
Airport,"Have no problem, but they need to tell visitors that and where they have their rental car at if they are under construction 😉",2
Airport,So cold and food is so expensive,2
Airport,Ordered a wheelchair in advance  but had to be pushed from front entrance to Terminal A by my wife!,2
Airport,Some areas were dimly lit and I couldn't locate a  working charging station.,2
Airport,Bathrooms were immaculate about 7 years ago,2
Airport,So dislike this airport. Way too much walking. You've known this forever!,2
Airport,For someone who does not fly much that airport is hectic that getting around and finding our gate was challenging. I am planning on never going through that airport again,2
Airport,Passenger levels appear to be returning to prepandmic levels. My departure was delayed a half hour due to the need for a Pilot to arrive.,2
Airport,Lots of walking and not enough restaurants are open.,2
International Airport,Hartsfield-Jackson Atlanta International Airport never seems to surprise me anymore 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,2
Airport,"WORST AIRPORT EVER. beware - if you fly in or out past 7 pm, every restaurant is closed. I thought this was one of the busiest airports in the country and you have no food??? Crazy.",2
Airport,Traffic is a cluster f. . Bc people  are parking for longtime bc not one is making them move.,2
Airport,Airport is ok. Frontier Airline workers are very rude. Airport in general need to do a better job hiring friend employees.,2
Airport,Was not told that we had to be 3hrs early for flight cause of the holiday. So instead of getting a there at 7 something. We will be there sometime today.,2
Airport,I was not directed to the correct baggage claim area.,2
Airport,Airport needs more signs indicating the direction of car rental center. This was my first time to land at an airport and   couldn't find the rental car center. During my search for the rental center I ran into four other folks just as puzzled as myself as to the location of rental car center. A recommendation from me would add signage at all baggage claim areas with directional arrows.,2
Airport,Long lines. Be early. Have patience.,2
Airport,Like got just need some were for people to park when waiting on someone to come out the airport,2
Airport,"One of the most poorly organized, sign-posted, airport in America.  Service everywhere within is poor.  Similar to the Atlanta area at large.  Coupled with rude people/workers throughout.",2
Airport,"It was an experience I will never forget, and I don't mean that in a good way. Crowds and unbelievably long lines for rental cars and security checks. The only bright spot was our experience with our airline and attendants. Delta from Moline to Atlanta and back again. Top notch in every possible way!!",2
Airport,PARKING SCAM!!!! They will direct you to the hourly parking instead of telling you economy is full so you find out later they charge the triple there.Don't let them rip you off like they did to me.  Budgeted for $90 and had to pay $240!,2
Airport,We were the last flight to California so the employee want us all out,2
International Airport,Here at Hartsfield-Jackson Atlanta International Airport surrounded by folks eating Popeyes... GHETTO 😂,2
Airport,Super busy memorial day weekend,2
Airport,"I was surprised, for a major metropolitan airport! Sorely lacking. Security is despicable, longest lines I've ever experienced. Only one place open to get breakfast. Absolutely tiny for the size city it services.",2
Airport,Crowded! By 830 pm most food facilities were closed or closing.,2
Airport,"Need a shuttle. Had a 10 min walk with bags, not good",2
Airport,God I hate it here!....Home sweet home 😌,2
Airport,Lots of people are traveling.  Arrive early and pack some patience 👌,2
Airport,TSA.. had the worst attitudes ever.  No consideration regarding my personal items and at least two people had their I pads misplaced while going through checkpoint.,2
Airport,Get more economy lot shuttles for arrivals...,2
Airport,My experience was the BEST! I truly wish I knew everyone's names that helped me and were so wonderful to me...from getting my boarding pass at the kiosk to going thru security.. just incredible amazing people...a thousand thank yous. I'm so appreciative and grateful to all of you!!,2
International Airport,Hartsfield-Jackson Atlanta International Airport done tricked me into signing up for CLEAR to get through the lines faster talking about it’s “free” Tell me why CLEAR trying to charge my card for $179,2
Airport,It'll get you where you wanna go but be at least 1-1.5 hrs early to make sure you make it through security.,2
International Airport,"Hartsfield-Jackson Atlanta International Airport is one of the busiest airports in the world but guys they do not have cameras around that airport.. That’s unacceptable on y’all behalf.. now I know it was a inside job.. who would know that Sides the workers.. 

Tag tag tag they ass Nowwwwwww!",2
Airport,Not enough food options in terminal F,2
Airport,So many places are not open and you pay 20 bucks for a burger!,2
Airport,Lines through security should be better organized.,2
Airport,"Big airport, mostly updated. But very long walk from gate to baggage claim. And much longer wait for bags once you get there. My ride waited over an hour for me after I landed!",2
International Airport,Airport security did not allow me to check me bag and threw away $300 worth of fragrances,2
Airport,Crowded with no social distancing. Most of the elevators were out of services and no one to give direction or point you in the right direction.,2
Airport,To much walking every thing is  to far apart,2
Airport,"It's time to open the food places back up. Hand sanitation stations are well disbursed. TSA precheck was so unorganized.  They sent us through the scanning line with everyone else and we still ended up having to take off shoes, jackets etc.",2
Airport,"If you need wheelchair assistance, make sure you arrive extremely early (like 3 hours) because it is the slowest process of any airport I've been to yet. I would've literally missed my flight if it hadn't been delayed at the last minute. The person who did push me up to my gate was great though.",2
Airport,"Too warm - broke a sweat walking btwn gates.  Lines at most restaurants were 15 minutes, even the fast food ones.  Restaurant staff didn't seem too concerned with service.",2
Airport,This place used to be comfortable.... they removed all the couches and benches and replaced them with Burger King chairs. Barely any outlets to plug my phone in.,2
Airport,Hardly any restaurants are open.,2
Airport,It was at times confusing to navigate.,2
Airport,Yall need to connect the plane train to it.,2
International Airport,Very packed as usual but the lines move,2
International Airport,"Probably the largest and busiest airport I've used, and it isn't pleasant.   Awful signage and hoards of people make for long waits, backtracking and frustrating.
The only redeeming facet was The Bar in Concourse A, so I could try to forget about the place.",2
International Airport,"Beautiful architecture. Signage could be better, but isn't that always the case. More food with faster service would be smart. 🤓",2
International Airport,Very confusing airport and I've been to many 😕,2
International Airport,"Very dirty. Terminal S, gate B21 was very dirty.  Didn't look like it had been cleaned all day.  They can do better than that.",2
International Airport,Airport was fine nothing was hardly open to get food or drinks at 7pm when traveling all day be nice to be able to eat before arriving at final destination at 1030pm,2
Airport,Didn't  enjoy it food was not great,2
Airport,"It's an airport.  Nuff said. TSA is more miserable than ever. Flew today September 16, 2022 and the check in line was awful. I flew in January 2022 and practically sailed thru. Today it took an hour. The line moved, but everyone and their grandparents were on the line. A supreme test of patience.",2
International Airport,A lot of restaurants are close or have very long lines.,2
International Airport,"Well, there are LOTS of restaurants at Atlanta Hartsfield Airport.  However, it seams they cannot be bothered to be open @9:40 PM.  Hartsfield-Jackson Atlanta International Airport - when there are close to 100 people in line for McDonald’s in Concourse E, you have a problem.",2
International Airport,No where to get any food after 7:00pm. People trading all day have to starve.,2
International Airport,Everything closes at 8 pm. There was very little to eat after 8pm.,2
Airport,The signage to A terminal is poorly noted. We had difficulty finding it. That is my only  complaint. Kit Triboli,2
International Airport,Hartsfield-Jackson Airport is how I imagine the transit center to Hell to be like . . . but not quite as nice.,2
International Airport,"I don't understand how a large airport can have hundreds of folks landing and switching planes and not one place open to get a drink, bottle of aspirin or a snack. It was right at 9 pm... The entire side we landed at had about 20 places to eat, drink and newspaper places and not one open.",2
International Airport,Flew on a Sunday and only one place was open that had one worker and was so slow that we didn’t get anything to eat,2
International Airport,The traffic was very heavy for arrivals at 9:15 p.m. June 20th 2021,2
Airport,Whoever runs the shuttle buses at Sacramento airport needs to be fired. They have a standing in line for almost an hour waiting to get a shuttle to our car in the economy parking lot.,2
International Airport,No one to help with directions...vending machines didn't work,2
International Airport,Place was a mess... too many places closed for 1:00 in the afternoon. All the vending machines were empty. Of course you find this out till you've walked all the way down the terminal.,2
International Airport,Long lines. Everything was OK other than that.,2
International Airport,"Delta employee Errol Brown acted like he was put out to answer a question about my Delta flight from Atlanta to Charleston.   I'm sorry I put you out, Mr. BROWN.  It won't happen again as I have several other airline choices.",2
International Airport,"Confusing signage, cell phone lot only on south side of airport",2
International Airport,"Customer service needs to be up to date with the admissible COVID test for different. Gave me a huge delay in contesting the validity of my COVID test, despite of me showing them proof that it was an accepted form of test",2
International Airport,"Breakfast at Pasquale's was really bad, no biscuits and runny scrambled eggs",2
International Airport,Ive always like ATL airport but covid has changed it for the worse it feels unfriendly unopen and slighlty dirty,2
Airport,Lines to long slow working TSA agents,2
International Airport,"Needs to be more offered in T terminal, not much there for food and drink, but you don't have to get on the team for this terminal",2
International Airport,All the restaurants are closed. Eat before you come,2
International Airport,Long lines and lots of restaurants and stores closed. Need more space for people to rest.,2
International Airport,Security was extremely long. I was hoping to get something to eat at my terminal and everything closed at 8pm.,2
International Airport,"Very dirty with food wrappers, napkins, food, and drink cups on the floor - basically a trash can all over. Been here for hours, no cleaning crew around. I was really tired and in other airports, if the lounges are not open, I can discreetly sit down somewhere on the floor and rest. Not here.",2
International Airport,Lots of restaurants still not open.,2
International Airport,Another delay in flight... happens often in Atlanta.. ugh,2
International Airport,Why aren't there more choices in parking lots?,2
International Airport,"Traffic was a nightmare. Bad weather caused delays &  many drivers parked at the curb 3 & 4 lanes across, which caused traffic to stop. There was no police to direct traffic.",2
Airport,Needs clearer check-in instructions as to what lines to stand in. This morning at 5 am there were hundreds of disoriented passengers worried they'd miss their flights.,2
International Airport,"Almost all of the restaurants were closed at 7:30pm on a Wednesday. At the world’s busiest airport, hardly anything open. I went through 3 terminals and there were only 2 restaurants open. One restaurant closing provided a list of open restaurants and they weren’t even open. The lines for the two restaurants, McDonalds and an Asian restaurant, had lines going down the terminal.",2
International Airport,"Horrible layover on the way home to Tampa. Landed at 7pm, next flight at 9pm. Only 3 fast food restaurants open on the C concourse with 57 gates during dinner time. Waited 45 minutes for chinese food (not their fault, at least they were open). 1st time I've ever been at an airport and not been able to buy a drink. Was supposed to be a non stop flight so even more disappointing.",2
International Airport,"This airport is just too big. Nobody is happy to be here so every time I've had to pass through this airport has been miserable. I guess the airport is OK, it's showing its age but it's mostly about the jam packed everything and the lack of anyone caring about more than themselves that has me avoiding this airport at all costs.",2
International Airport,Staff was rude missed my connection due to delay I'm traffic control had to fly in to a different state to catch another flight to my destination I know thing happen they can't controll had they not been rude I would have given 4 stars,2
International Airport,Food lines were crazy long because everything was closed.,2
Airport,"Traveling this 4th of July weekend! Not only for Sacramento, CA (SMF) but for all city’s and states around the country! #4thofjulyweekend #safetravels #ArriveEarly #ExtraTime #airlines #AirTravel Chet's Adventures Beyond Sacramento International Airport",2
International Airport,"The cell phone parking lot needs much better signage. Also, Hartsfield Jackson is missing a chance to make some money. Put a concession stand in the cellphone lot! And hire some folks to clean it!

The passenger dropoff/pickup area is a zoo.",2
Theme Park,Not a rollercoaster person. Only went to take the kids.,2
Zoo,Why would you have a person at the beer garden who is younger than 18 and can't serve,2
International Airport,It is slow in every sense. They need to make operations more efficient.,2
Theme Park,They definitely could not accommodate the crowds today. 2 hour wait for food and they ran out of many items. No lockers were available either. Very expensive trip. Wish they would be more accommodating to their guests.,2
Zoo,"All the cages were kind of small, & the animals looked sad :(",2
Garden,"Limited menu. Rooms not cleaned due to covid for entire stay (staffing shortage). Pool too small for hotel of that size. Poor overall experience for a ""resort"".",2
International Airport,More than 1hr to get wheelchair assistant. Staff not very friendly at SWA.,2
Museum,Not impressed. When you purchase tickets to enter one would assume you would be able to see all the attractions... but no! You have to pay additional fees to see selected exhibits throughout the museum. I visited this museum many years ago as a child. This museum is not what it used to be.,2
Aquarium,It was ok mad about the pictures it say 20 for 1 or 35 for access to all but when you get online they want another 30$ not worth it I should have just got the 1 for 20,2
Theme Park,"Shuttle service to and from parking terrible, at least on the day I was there. Many things were not open inside park. Housekeeping generally not great. For the cost other amusement options much better.",2
Museum,"The wax museum in myrtle beach is better. This one seems a bit.more outdated and since there are no signs saying not to, teenagers were touching the statues and rustling their hair and clothing.",2
Theme Park,Not real happy most restaurants closed and more than a 2 hour wait for the ones that were open a little overpriced for what you actually get to do,2
Theme Park,Personally I think it is a bit overhyped. A lot of attractions were closed with no explanations.,2
International Airport,"With the rest of Georgia wide open and imposing zero covid restrictions, it would be great for this airport to follow suit. People are traveling and the airport is crowded but restaurants remain closed and there are absolutely zero amenities in the T gates. It's terrible. I mean, if your idea of good food comes from a vending machine, you're all set. Otherwise, the struggle is real!",2
International Airport,"We arrived at 6:30 pm for a 9:45pm flight. Almost all the food places had already closed, on concourse E just about the only place open was McDonald's and the was a VERY long line. The vendors should be required to stay open longer.",2
International Airport,"There covid safety protocols are a joke.... Stop telling me to social distance when your gate area don't allow that, your food line stretches 3+ gates and I didn't see 1 hand sanitizing station except outside the restroom.",2
Theme Park,Everything is over priced including the tickets and now if you ride the river rampage they won't let you put your bag to the side you have to rent a locker. I used to love Dollywood. We won't be back. Poor families couldn't afford it and that's not fair . You have to be well off to take your family,2
International Airport,"Traffic appears to be up to nearly 90% of normal, yet many shops and food vendors remain ""Covid closed"", this makes the open shops and food places overcrowded and difficult to manage in reasonable time between flights. Avoid if at all possible. However, note that this status appears to be common among airports.  Still maintaining hygiene theater, too, but that is to be expected",2
Theme Park,"It wasn't a technical or long hike. Did it in 30 minutes. It's more so of a family activity. I've conquered much higher altitudes, so it wasn't too easy for my taste.",2
International Airport,Hartsfield-Jackson needs much better traffic management. Seriously.,2
Zoo,Very few animals...walked 4 hours to see a tiger & 1 elephant...aquariums were ok,2
Garden,"Ugh. Lots of flowers, but the mosquitoes here were AWFUL. We couldn’t stay long because they were swarming so badly. There were no indoor places open for us to get relief. Two stars only because they did at least have healthy plants.",2
Zoo,Somewhat disappointed with the amount of empty exhibits. It is a zero nice zoo otherwise.,2
AZM,"Mile high drop, raging rapids, and the ferris wheel are closed. They were last year too. So pretty much just coasters and the water park. They should notify customers before they buy tickets and discount the tickets as well. Not worth the money. Holiday world has free drinks too.",2
Aquarium,They barely checks the ticket and seems like anyone can iust sneak in along with others. Massssss crowd inside and hard to watch. Food costs $$$$$$ (as expected just like other tourist destination). Hope they imrpove soon.,2
