industry,review_comment,rating
Airport,"Many shops closed. Coffee shop understaffed so long wait and no selection. Food items overpriced. When one hour layover turned into four,,; forced to wait in long lines and pay lots of money for yucky coffee.",1
Airport,"Two weeks in a row there was serious issues with getting into our gates, both times almost missing connections. I also think that closing all food outlets at 9pm when you have so many customs flying in and out even past 1030p is very frustrating and very poor though process. At least try to keep one thing open for late flyers.",1
Airport,The south side (delta) traffic management is struggling. Additionally people parking in the traffic lanes waiting for arrivals is way out of hand. Bottom line it won't improve until adequate traffic management is in place.,1
Airport,The worst airport I've ever had the misfortune to have to go to,1
Airport,The security process is so ridiculous!! To have people walk in a sickening maze just to wait 15 minutes more to get through... Utterly ridiculous😥😥,1
Airport,insane week… special s/o to pax for trying to teach me to play :|,1
Airport,Absolutely disgusting as usual.  At least it's consistent.,1
Airport,"The tsa pre check and clear lines are getting the worse and worse. 
I spend minimum 30 minutes in priority lanes! The wait goes time every time I travel.",1
Airport,Park your car to get it stolen! Talk about the sense of safety and security while you travel! Beyond disgusted with how your management team handles the parking situation in your garage sand beyond disappointed to know that there are NO CAMERAS in 2021!! Come on delta! As a DIAMOND MEMBER I expect better than this!!,1
Airport,Southwest was so unprofessional !! The line was ridiculous !! TSA was long but the line very quickly..,1
Airport,"Food needs to be available after 10p in the B Concourse. Many of the employees seem to have a chip on their shoulder and an attitude.  Not fond of the train you have to take from Concourse to Concourse although it is fast. Overall, I try to avoid this airport if possible.",1
Airport,"Why is there nothing open for food at 7:45 pm with a concourse full of people all looking for dinner? Absolutely ridiculous! People are traveling again, they need to eat!",1
Airport,International line was long. No pre- check line... no clear line on this side ! Sad,1
Airport,"Avoid TGIF, dirty tables, bad avocados, yucky salad.",1
Airport,Nothing open for breakfast before 7 am.,1
Airport,"In the international terminal, all the restaurants were closed by 7pm. Myself and about 15 other people were in disbelief looking for a place to eat. We were told to go to another concourse if we wanted food. They do have a Hudsons where we were able to grab some snacks.",1
Airport,Terrible service and it stinks!,1
Airport,Everything is closed by 9:45 pm,1
Airport,Always slow and behind schedule.,1
Airport,Very difficult to sign on DL wifi!,1
Airport,Extremely crowded and full of covid so I gave it 5 stars,1
Airport,"Even though satisfied the need. They should think on building a multilevel parking garage. The demand for parking is big, the space is suffice,  but the infrastructure sucks. Come on California set a better plan for this airport needs.",1
Airport,"Ya'd think Covid wasn't a thing at this airport. Signs are posted, but 0 enforcement of masking unlike any major airport in the US. If I didn't have to, I'd never fly through ATL again. Thumbs down.",1
Airport,What is the point of having Global Entry and having bags tagged as Priority and then waiting more than 20 minutes for the bags to come out at baggage claim?!! We had to run to make our connection!,1
Airport,Almost missed our flight because the ticket scanner and monitor had us going to the wrong gate.,1
Airport,"Why do some people have to be so hateful, over a bottled water if forgot to take out, I feel like I was in jail, then trying to see why I had that, I’m sorry, I forgot, but they could have been nice about it!",1
Airport,Nice clean airport but rudest tsa I've ever seen,1
Airport,Please be careful on the train 🚂. The train close up on me. I thought I was going to died. It took 3 people to get the door off me.,1
Airport,Not pleasant. Nothing is open early in the morning. You can't bring in food and then everything is closed.,1
Airport,"80 percent chance to get covid 19.
Few masks and most of those 👃 not covered",1
Airport,Luggage was very slow receiving.,1
Airport,It wasn't the cleanest airport I've been in. The service at three of the four eating establishments tried by people in my party was horrible.,1
Airport,"This airport is logistically inefficient.  TSA pre check isn't a guarantee that you will move through lines faster.  They sent us to the wrong line resulting in having to remove everything.  This delayed us causing unnecessary distress. They need to retrain everyone working the security, particularly in the customer service area.",1
Airport,Wow... don't fly in to ATL on an international flight.  Unless you have a 3-4 hour layover...,1
Airport,One of the worst airports in the states. Always congested and poor customer services by the airlines agents,1
Airport,"Retrain your TSA not to treat people who are obviously coming to spend hard earned money hunting in the great state of Texas like domestic terrorists. Absolutely horrific and aggressive experience. They will profile you, harass, and dehumanize you. Borderline hatecrime.",1
Airport,This airport is one of the worst airports ever. TSA line makes you want to pull your hair out. The people checking IDs and Tickets make the process so long and the attitudes are so nasty. It's like they are upset they filled out a application and got the JOB.  It could be better handled so the process can be seamless. The TSA line is completely messy.,1
Airport,"Disappointing food selection in terminal E and none of the gates had seating with desk or table surfaces (unlike SFO, BOS, etc). Also just takes a long time to get from MARTA to security and then from security to any of the terminals",1
Airport,The people outside with the flashing lights were quite rude and barely spoke well articulated English. Not horrible tho,1
Airport,"Airport is nice but had a terrible experience with a Delta gate agent on a power trip who was having a bad day. Disrespectful, condescending and confrontational from the first question asked.",1
Airport,"Hartsfield-Jackson Atlanta International Airport What a joke this place has become! Tonight and the last time through here, there is nothing open. And,  it's not like our flights are late. It's ridiculous.  If the airport is open, there needs to be plenty open so you can get something decent to eat. Going forward,  going to try my best not to come through here.",1
Airport,An hour and a half to leave the airport??!! That was the same amount of time the flight took. INVEST in placing directional signs that are placed at easy to see levels. That also goes for the signs outside for OFF GROUNDS PARKING.,1
Airport,Rediculous cancelled my flight for 24 hours,1
Airport,Hartsfield-Jackson Atlanta International Airport your TSA is an embarrassment… just watched 2 TSA agents mock and ridicule an elderly couple because they couldn’t hear in a loud terminal. Have some freaking humanity…￼,1
Airport,Lack of signs when was driving to Airport and entrance was a nightmare with the information and signing,1
Airport,"Worst TSA experience ever. Super long line. 1 agent, auto bag scan dysfunctional. Waiting on the other side of screening for my bag almost 5 min… still no bag. Expensive machines, no operators, epic fail.",1
Airport,Keep your smoking areas. It's was the only thing that made this dirty nasty over priced airport worth stopping in.,1
Airport,"Food choices in International Terminal in early AM flights are pretty bad. There's only, let's see, o yeah Starbucks open.",1
Airport,"Why are the Delta Air Lines  male gate agents in the Hartsfield-Jackson Atlanta International Airport so damn rude? Every single time? I walk up to the desk to this sassy gate agent and he kept talking to his other sassy friend, then turned to me like I was bothering his convo.  I just heard One tell his passengers don’t even come up 😂😂😂 as I was passing by.",1
Airport,"What a pathetic joke of an airport. Dirty, 8pm the place is full of passengers and half the restaurants are closed.  The few fast food places open have 30 min plus waits.",1
Airport,To be a International Hub.. It is a horrible airport.   Don't show up early.. there is no where sitting..,1
Airport,7.30 on a Sunday evening and at least half of the eateries were closed. Dinner of Doritos and Diet Coke!,1
Airport,Nothing open to eat at the international terminal all restaurants open at 12 noon.Starbucks was the only place which didn't even have coffee available only refreshers and Fraps because it was so busy there. HUDSON News has sandwich and lunch lunchable type food.. so eat before going to airport.,1
Airport,Terrible!!!   They need to take down the sign on the wrong side that says shuttle. We were waiting 45 min. My brother is in the hospital dying. Hanging by a thread.,1
Airport,ATL airport needs to open up vendors to their night travelers. Sitting here at 11:52PM in the foodcourt just outside the South Checkpoint and not one open vendor or even a vending machine around. Not great customer service at all.,1
Airport,"I'll avoid this airport at all costs.  2 people working at Customs and Borders protection with over 1,000 people awaiting to catch connections.... none of them cares whether they moved people through quickly or not.  Then,  there's no restaurants or places to get food after several long flights.... Staff at airport was horrible... avoid this airport at all costs",1
Airport,Nobody loves the Atlanta airport for the amenities or for the cleanliness. Their bathrooms are always dirty and they never have paper towels. Also don’t expect the non-touch faucets to actually work. It’s a big airport and it’s a hub for a lot of airlines so you are forced to come here. Would not crack my top 15 airports in the country though.,1
Airport,Absolutely a terrible experience!  This airport is not set up to manage the amount of people that go thru here! If i never have to go thru this place again it will be too soon!,1
Airport,"Confusing to navigate, no stars",1
Airport,terminal c needs a good cleaning tonight.no food all restaurants closed at 7:30 what is that.,1
Airport,"Security are very slow, unless you are parked at the loading and unloading area they are quick to give you a ticket and security is very rude and unprofessional.",1
Airport,"I took a 5:30a flight to Hartford, CT. And arrived at 3:50a. Security check is a nightmare at that time  of the day! One agent to check IDs and one counter to check bags! There must have been 200 people trying to pass through security! Make sure you plan 1 hour minimum to get through security that early in the morning. And, no pre line. Doesn't open till 5am.",1
Airport,"Horrible airport,  WAAAY TO BIG. TOO MUCH TRAFFIC AND ALWAYS EXPENSIVE TICKETS
I never understand why they don't make another airport north of Atlanta.",1
Airport,"I I'm very unhappy with this place I went to my gate to board my flight about 20 minutes early everybody was gone they told me oh it started leaving 10 minutes early but yet I had different, my ticket they said sorry for your luck here's another black going out 2 hours layover very upset",1
Airport,Nothing open for food after 7pm except two fast food counters with really long lines…when did it become hard to eat at the airport?!?,1
Airport,"If you are disabled this is NOT the time to fly. Not sure if it ever will be. My partner and I Have flown multiple times since reopening and the company they partner with are not staffed well. There must be a solution, someone needs to care about those with disabilities and it starts with us.",1
Airport,Worst airport ever. 60 mins for security check!!,1
Airport,Terrible bus service.  Not enough drivers. Terrible communication and signage.,1
Airport,AWFUL Airport they stole from my checked luggage will not fly out of here again.,1
Airport,"First time reviewing an airport...Terrible TSA staff running TSA pre. Took far too long, very unorganized and to top it off they were fairly rude to just about everyone and keep saying ""just let me do my job"". If their job is to make travel even worse they are definitely excelling...",1
Airport,I hate this place.  Most of the restaurants are CLOSED most of the time so if you are hungry and have a 3Hour layover you have to stand in line with 200 other people to get a $15 ham sandwich.  No issues for me with the restrooms but everything else is terrible.,1
Airport,I wish I has two more hands so I could give Hartsfield-Jackson Atlanta International Airport four thumbs down. This place is joke.,1
Airport,Worst major city Airport in America.,1
Airport,"An international airport where all of the restaurants are closed by 7 and 8pm??? I’ve never seen so many hungry, dumbfounded travelers. Truly. I really felt bad for people who had kids to feed.",1
Airport,"At 8pm on a Saturday evening most places where closed.  Those that where open were out of food and/or drinks and didnt want to fix new.  Way too early in the night for a major airport to be shuttjng down.

Trashcans were also overflowing and there is not seating near the food. This was all in terminal A",1
Airport,"TSA not friendly. 
I parked my car there for 2 weeks to go out of state and came back found it hit and damaged. Whoever hit my car (Black RAV4) please speak up. 

I will never be traveling through Atlanta again",1
Airport,"TSA not friendly. 
I parked my car there for 2 weeks to go out of state and came back found it hit and damaged. Whoever hit my car (Black RAV4) please speak up. 

I will never be traveling through Atlanta again",1
Airport,"I hate using this airport. I have traveled through the airports in Amsterdam, Barcelona, and Rome this week and all their shops and restaurants were open. This is the second time this month in Atlanta and only a couple stores are open.",1
Airport,"One of the most complicated airports you will ever be in. LaGuardia, JFK and LAX are MUCH easier to navigate than this airport",1
Airport,"The black lady ""helping"" at the check in kiosk refused to assist us and then refused again. She forced us to miss our flight (first class) and I had to get a new flight in economy. DO NOT FLY UNITED.",1
Airport,Security was okay but Alejandra in the car rentals was EXTREMELY rude. Because I didn't have a credit card she started talking to me slowly like I was dumb and didn't understand. She basically walked off as soon as my credit ran through and didn't let me get a car. Worst type of person to be working in customer service.,1
Airport,So.....concourse C. As of 9 pm EST there are NO FOOD vendors or food concessions open what so ever! Hartsfield-Jackson Atlanta International Airport how in the hell  do you allow this to happen? Pretty sure several of the thousand or so travelers have medicine to take.....just saying.,1
Airport,All restaurants and shops closed at 9pm!! Landed and no place to eat. Horrible!!,1
Airport,Oh my god. I wish I could leave zero stars. Worst. Airport. Ever. DONT FLY OUT OF HERE. There are a lot of other airports near this one. You’re better off with one of those. This airport was just bad in literally every area.,1
Airport,"Long lines, unfriendly but hey, at least we didn't get robbed.",1
Airport,Unfriendly staff... They didn't provide useful information,1
Airport,"Some sort of shooting event at Hartsfield-Jackson Atlanta International Airport 

unclear what has happened but initial reports are of it being an ""active shooter""..

other initial reports are of someone running past security check points and guards shot...

either way it appears Terminals (at least one) has been evacuated to the Tarmac.",1
Airport,"Sat Nov 20, 2021
United 1849
UAL1849 / UA1849
LANDED 1 HOUR 25 MINUTES AGO- still on the tarmac…",1
Airport,Hartsfield-Jackson Atlanta International Airport is the ghetto. Hate it here. Will definitely avoid this airport at all cost moving forward.,1
Airport,I woulda hate to be in Hartsfield-Jackson Atlanta International Airport today …😩,1
Airport,"Anyone else get stuck in the gun shooting mess at Hartsfield-Jackson Atlanta International Airport? It was complete chaos. Shut down the busiest airport in the world! 
But look at the sunset we had 😍",1
Airport,It was a bad day to travel thru Atlanta intl.. stayed stuck for 3 or 4 hours  inside,1
Airport,Who thinks it is ok to EVER close TSA precheck. What a clusterf%@$.,1
Airport,Everything close’s at 8:00.The people who work there are rude and nasty.Now it’s just a dirty airport.If you can skip this airport.It used to be one of the bettor airports.I guess the people of Atlanta who work there don’t care bout their city.,1
Airport,"One of the worst airports I've every gone through, not enough seats to wait at your gate and not enough places to grab a bite to eat with out waiting over an hour",1
Airport,"Hope your airline doesn’t leave you stranded here overnight. You will starve to death. And their website will tease you by listing restaurants that supposedly open at 5, and when you trek 3 terminals down, the workers setting up snarl at you that they don’t open until 7. The place is a filthy dump, and the restrooms are pretty gross. I will do my best to never come back here.",1
Airport,"To be the ""best and most efficient"" airport you should at least have automated passport control. I spent time filling out information in the official CBP app in the plane, only too find out that ATL is probably the only major airport in the country that doesn't accept it",1
Airport,I will not fly out of Atlanta ever again!,1
Airport,I would suggest arriving at least 2-3 hrs early in order to not rush to your flight as lines are terribly long. That is no exaggeration. Also this is by far my worst experience with TSA. They talk to you as if your in inmate in a prison. Some delta tellers were nice but overall a really bad experience,1
Airport,Man me and my brothers was at the Hartsfield-Jackson Atlanta International Airport when shots was fired yesterday… I’m still in shock of what took place ! But my God is a protector and his blood covered us!!! Today is not promised 🙏🏾 live like it’s your last time on earth. I’m so grateful to be back home safely.,1
Airport,Not enough staff to support the early morning flights. It's 5:45 and only one person is behind the counter for a long line of people. Mobile orders are taking priority but the app won't let me order a non-dairy latte! So frustrating after a 45 min wait I had to walk away.,1
Airport,Fist off flight are still landing between 6pm and 9pm why would you close all but one food spot on D side 6pm is still early the burger place we’re under staff so they stop serving and non of the 3 drink vending machines worked but yet charged me for each transaction and I have children and yet you won’t take cash terrible,1
Airport,"Soooooo many people, including employees, not wearing masks or wearing them incorrectly!  I don’t feel safe here!",1
Airport,Traffic. Is a nightmare cops are just park not telling cars to move.,1
Airport,"The BIGGEST and BUSIEST airport in THE WORLD!
But I cannot buy food after 7pm because of staffing?
That's just a joke. Traveling all day and not being able to buy anything, not even snacks is unheard of.",1
Airport,No where to eat or have a drink after 7pm......,1
Airport,No vending or food areas in International Arrivals hall were open at 1900,1
Airport,Dirty...not as sanitary as they say...didn't see anyone cleaning and I was at this airport for 5 hrs.,1
Airport,"People openly vaping, not wearing masks, screaming at security (and not removed from airport) extremely long lines at all food and drink vendors as well as bathrooms. Miserable experience.",1
Airport,"My 16 and 14 year old are on a layover in Atlanta and stores inside the airport won't accept cash for transactions. Ridiculous, it's a legal tender.

A PILOT swiped his card for my kids to grab food today, blessings to that man, shame on the rest od the airport.",1
Airport,"why would stores inside the airport not be accepting cash for goods? I had family go through there today with nothing but cash on hand and were unable to get food from the Starbucks with cash. it's legal tender, unstuck your head from your 4th point of contact.

p.s. thank you to the pilot who swiped his card for my family.",1
Airport,This airport’s kiosks wouldn’t accept cash for food for 14 and 16 year olds that didn’t have a card to pay with. A pilot was kind enough to swipe his card for them. They accepted cash there a week ago.,1
Airport,Don't lose your parking ticket! A twenty minute stop to let your spouse unload their luggage and say goodbye to you and your kids can turn into a $40 fine. And they do not care if it was under an hour.,1
Airport,Security is so slow I feel like I’m gonna miss my flight.,1
Airport,"This will make you happy if you didn't fly today!
Here's a #timelapse of the security lines basically from start to finish at Hartsfield-Jackson Atlanta International Airport 
Wait times earlier were up ~1.5 hours at the main security checkpoint.
But only 42 flights canceled and few if any weather impacts at the airports.  We're live on The Weather Channel",1
Airport,"I truly hate this airport, just seems unorganized and chaotic",1
Airport,"My Gf is currently trying to Get home, her flight has been delayed causing her to miss her connecting flight, and they have done very little to help right thier wrong. She is beyond stressed and i am incredibly agitated, as an airport you recieve good funding, and its your 1 job to keep flights on track. Do your job",1
Airport,"ABSOLUTELY HATE THIS AIRPORT! Getting in and out is like pulling teeth!  From the horrendous Lyft prices to the ""hurry up and wait"" on the runway with the airlines.  THROW THE WHOLE AIRPORT AWAY!",1
Airport,"24/7 international Airport...yet no food service after 9pm. The two restaurants I found that were open in A concourse were out of most food. People were queued up down the hallways to try to get to the vending machines. Chaos. If traveling through here, plan accordingly.",1
Airport,"Got there 2 hours early to my flight. It was so backed up that it took 2 hours to get through baggage check in and TSA. The plane left 5 minutes early.  We missed the flight.  Had the flight left on time, we would've made that flight and wouldn't have had to wait 4 hours in the airport with tons of people.",1
Airport,The new Uber pickup situation is absolutely asinine! The restaurants all close early so you can’t even get a meal if you land past 9pm. I’m from ATL and that was an embarrassingly horrible landing experience.,1
Airport,Terrible security took way too long it made me miss My flight ✈,1
Airport,Understaffed for people who need wheel chairs,1
Airport,These TSA pre check lines are always longer than any other airport. The typically merge the entire airport TSA pre check lines together which can be annoying,1
Airport,"Coming back from
Bogota security was unnecessarily harsh with me for no reason. They were harsh in tone, somewhat verbally abusive, and had no kindness. Gave me a lot of anxiety and made me feel unwelcome in my own country.",1
Airport,Long delays in immigration counters.,1
Airport,Avoid this airport at all costs. I will walk overseas next time if this is my only option. Just don’t do it! 5 thumbs down (and I only have 2). 👎🏿👎🏿👎🏿👎🏿👎🏿,1
Airport,No TSA PRECHECK.  Massive lines. Restaurants closed at 9pm.  I hate ATL. The worst.,1
Airport,As usual it never fails. The rudeness is unbearable.,1
Airport,Directions and signs are not well done.,1
Airport,No bracelets for you customers taking off for Maui today. Our flight left at 11:30 a.m. As all the others are going for their rental cars we're stuck here in a huge line because of lack of personnel. 😡,1
Airport,Your Organization with partners needs serious attention,1
Airport,"Heartbroken that my 8 year old niece had to push her Grandmother through the airport. After taking 3 HOURS to get through security, they missed their flight!! My niece is traumatized and doesn't want to fly anymore!!! So kudos to you all for ruining her first flight experience!!!!",1
Airport,I am disappointed that almost all restaurants were closed at 8. We come from different time zones. The very few places were outrageously crowded. This is such a busy airport and they are NOT serving their customers!,1
Airport,Restaurants not open. Couldn't get a cup of coffee. It's no wonder people seem angry on flights these says.,1
Airport,Getting worse. Airports should put pressure on the Federal government to remove the mask mandate.,1
Airport,"The service was pitiful, I definitely will choose not to travel to Atlanta again. The customer service was very bad the wheel chair employees needs more training.",1
Airport,"Terminal F Starbucks is the worst service ever again.  Staff is rude except for the young lady making the breakfast sandwiches, she was doing her best.  Other than that Atlanta Airport is one of the best!",1
Airport,"This place is a disaster. I got to the airport at 4:30am, took 50 minutes till they got me to the terminal. Thank you parking team for having zero sense or urgency for people trying to catch flights. I’ll never use this ever ever again.",1
Airport,Worst airport I've ever been to. Total chaos from arrival to departure.,1
Airport,"Do you like an 80° incubator, overcrowded, wth barely anyone wearing a mask properly?  Do you enjoy it when no matter where you land, you have to take a train to the other side of the airport can make a connection?  Atlanta airport is not a fun place to be.  Every time I go through it, I think... Why didn't I just drive?",1
Airport,ALT AIRPORT is not awake! Poor customer service. Food vender closed with extreamly long lines during Thanksgiving travel! For a busy hub likevALT why are they closing down key food places. Will not travel through ALT again until they clean up their act. Even vending machines had 15 minute long line!,1
Airport,"Felt like I was in a Walmart while at customs; 20 lanes but only 2 were open. The line ran all the way back to the escalators. Took over an hour to get through. Then the security check point back to the terminals only had 2 lanes open. Better hope you have at least 2 hours between your international flight and your connection, else you're SOL.",1
Airport,Hated it. Could not find information on flight changes or hear updates in Food Court. Ridiculous and Unbelievable.,1
Airport,THE GPS ISN'T CLEAR ABOUT SELECTING DEPARTURES THEN ONCE YOU SEE THE SIGN ITS LAST MINUTE!!!!!!!!!!,1
Airport,Not enough seating at restaurants to accommodate the amount of people at the airport and the train between terminals takes too long to arrive.,1
Airport,"There is a huge problem with ventilation inside the main baggage claim terminal as well as the underground corridor that connects the terminals.  You can smell the exhaust from the airplanes inside these places and I hope they are looking into the source and cause, before any more serious issues due to CO2 or other dangerous gases.",1
Airport,This airport takes a hour and a half to go through checking. Missed my first flight because of it. I recommen you get to the airport 3 hours early.,1
Airport,You'd think the world's busiest airport would have a single restaurant open. You'd be wrong.,1
Airport,Airplanes are too LOUD and fly to low. They need to move the airport out of the city. The building is too small for all the passengers and all the flights. International planes would be devastating to the city with covid pandemic please don't do it. Also American airlines first class morning agents are rude and slow.,1
Airport,Idc how many times I do it Hartsfield-Jackson Atlanta International Airport and Atlanta traffic ALWAYS mess with my anxiety ‼️✈,1
Airport,"Big and crowded
You will need at least 2 hours for a stopover if it is the first time entering on American soil",1
Airport,"No food options at 7pm on a Saturday, Every restaurant is closed or only serving drinks.",1
Airport,"I am an experienced traveler, and I found this airport extremely busy and difficult to navigate / traverse. The stores and restaurants have reduced hours of operation. The signage is poor and the restrooms are not great.",1
Airport,"There 2hours before your departure stay in TSA line over a hour and fifteen mins about miss flight , their no sense in that very poor",1
Airport,"We had a flight canceled, and been in the airport for two days, there were no soaps or hand sanitizers in the bathrooms!",1
Airport,"Flown into Sac three times in the past two months. Every time luggage is a huge delay (30-45 minute wait). Rental car shuttle is ridiculously slow. Again, 30 minute wait. Ridiculous.",1
Airport,"Employees are a little rude.  You r in the hospitality industry. Be kind not rude or please find another career, where you dont deal with people...just saying.",1
Airport,All the food outlets in the international concourse have closed before 8pm.,1
Airport,Takes an hour to get luggage Amy. Very unorganized,1
Airport,everything is closed. terrible airport,1
Airport,Overly crowded!  AirTran is a SUPER COVID spreader.... EXTREMELY pack and SOCIAL DISTANCING NOT ENFORCED on it!,1
Airport,"Do not work at an airport if you don't or won't answer questions from customers (and you are generally rude to your coworkers.)
Unfortunately saw this a few times at ATL airport.
The nice, helpful people were working at chick fil A. In Concourse C.",1
Airport,Run like a third rate operation.  Thousands of people in line at 5am.  A grand total of two people checking people in through security.  Use a different airport if you have the choice.,1
Airport,thatcher from cbp is a piece of sh!t.,1
Airport,"Worst airport in the USA.  TSA are the rudest, anti ADA people I've ever dealt with.  Not coming back to Georgia if I can help it.",1
Airport,Worst airport ever! Stood in TSA for two hours!!!!!,1
Airport,Frickin Hartsfield-Jackson Atlanta International Airport sux. EVERYTHING on C gates CLOSED at 8 pm except one place to get a beer on a 90 minute layover. The one place only serves you if you're sitting at a table. There's 10 plus people waiting to sit down.  #bullshiz,1
Airport,Migration lines are absurd and you can take more than two hours to be attended. This is disrespectful to passengers that are arriving,1
Airport,Worst Airport in America.Please watch your things from pick pockets.,1
Airport,"Evidently atlanta thinks passengers catching connecting flights dont need to eat after 6pm, and close all their hot food options prior to your arrival. Its bs (hundreds of people in the terminal, lining the few options for refreshement and being rebuffed by all the closing restaurants) and i will do my darndest to never come through here on a flight again.",1
Airport,"Horrible, just horrible how there is almost no vegan options. What this place is deadly",1
Airport,I really hate this airport. It’s so unorganized! They are all out of cars and they seem to be understaffed. Absolutely ridiculous!,1
Airport,Never seen so many people with no masks in an airport ANYWHERE! Why are people allowed to not mask up inside the airport? Covid spreaders EVERYWHERE!,1
Airport,"Employee Darryl Thorton who publicly has this as his place of employment loves spending his free time harassing women, stealing from women and attempting to blackmail them. If this company is willing to employee someone like that I'd suggest steering 100% clear.",1
Airport,Capitalism want to prosper in the ATL. Build another airport. TOO CROWDED.,1
Airport,"Would not let my daughters father meet her at the gate. She is a minor. Delta just turned her loose in the largest airport in the world🤬 First flight into ATL, nevermind how overwhelming it can be for experienced adult flyers.",1
Airport,"Flyers of Aeromexico beware! Three hours before takeoff they canceled our flight and instead of somebody at the ticket counter, they posted this flyer. It took employees of the Sacramento International Airport to do Aeromexico's job and let us know that no one was going to show up that night to help us.",1
Airport,Horrible experience. No one directing traffic on the North side in the middle of the night so the cars were literally not moving if they didn't have to. Took my ride over an hour to pick me up from N4 after arriving to the beginning of the North side. Something that should've taken less than 5 mins. No security or anyone outside who could help.,1
Airport,"I live in Austin, but fly through ATL often. Today I had to go through security at ATL. It was the worst, most inefficient process I've been through. There was no CLEAR or Pre Check. It was 9:00pm and those were both closed. The TSA staff could not have cared less about the customer/travelers. Keep up the good work you government-employed idiots.",1
Airport,You would think on a holiday weekend before Christmas you have more than just one TSA agent checking IDs.  Clearly they need to hire more or have poor planning by the higher ups. I am going to go with the latter!!!!!,1
Airport,"THIS IS ABSOLUTELY NOT 🚫 OKAY!!!!
YOU NEED TO TAKE CARE OF YOUR TSA AGENTS!!!!",1
Airport,Worst airport in the US.  Do not fly here.,1
Airport,"No help for my disabled wife who needed a wheelchair. Everyone involved should be ashamed of themselves. Also, no soap in the mens restroom on D concourse. Seriously? You can’t keep the soap stocked during a global pandemic?",1
Airport,Most horrible airport been waiting 20 min for my bag,1
Airport,The worst experience I have ever had.  Staff were rude and the restrooms so dirty. The only highlight was the gentleman that took me to the gate,1
Airport,"Poor customer service for the most part. Just give yourself plenty of time, because everything takes more than it should due to having to deal with a lot of attitude.",1
Airport,"Garbage in professionalism, not enough info for international to domestic flights, lost baggage due to lack of info",1
